"desc","zip","title"
"7/8/2019 7:37, HORSHAM RD & GREEN TREE TAVERN RD, HORSHAM, Station 352A",19454,"EMS: RESPIRATORY EMERGENCY"
"7/8/2019 7:37, SCHWENKSVILLE RD & SALFORD STATION RD, UPPER SALFORD, Station 308C",19473,"EMS: UNCONSCIOUS SUBJECT"
"7/8/2019 7:41, BROWER AVE & SCHUYLKILL RIVER TRL ACCESS, UPPER PROVIDENCE, Station 99",19460,"Fire: FIRE ALARM"
"7/8/2019 7:47, TARRINGTON WAY & ORVILLA RD, HATFIELD TOWNSHIP, Station 345",19440,"EMS: CARDIAC EMERGENCY"
"7/8/2019 7:50, UNION MEETING RD, WHITPAIN, Station 385",19422,"EMS: VEHICLE ACCIDENT"
"7/8/2019 7:49, UNION MEETING RD & JOLLY RD, WHITPAIN",19422,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 7:53, N WAYNE AVE & W SCHOOL ST, HATFIELD BORO",19440,"Traffic: ROAD OBSTRUCTION -"
"7/8/2019 7:50, HUNTINGDON PIKE & ROCKLEDGE AVE, ABINGTON",19046,"Traffic: DISABLED VEHICLE -"
"7/8/2019 7:57, WELSH RD & NORTH WALES RD, MONTGOMERY",19454,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 8:01, HANNAH AVE & E GERMANTOWN PIKE, EAST NORRITON, Station 308",19401,"EMS: RESPIRATORY EMERGENCY"
"7/8/2019 8:01, CHELTENHAM AVE & 79TH AVE, CHELTENHAM",19150,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 8:04, RT202  & RAMP I76 WB TO RT202 SB, UPPER MERION",NA,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 8:17, DEKALB ST & E ELM ST, NORRISTOWN, Station 308A",19401,"EMS: ABDOMINAL PAINS"
"7/8/2019 8:20, BETHLEHEM PIKE & CHURCH RD, HATFIELD TOWNSHIP",19440,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 8:21, MATSONS FORD RD, LOWER MERION, Station 313A",19004,"EMS: VEHICLE ACCIDENT"
"7/8/2019 8:21, CAMP HILL RD & E VALLEY GREEN RD, SPRINGFIELD",19075,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 8:21, MATSONS FORD RD & S COUNTY LINE RD, LOWER MERION",19010,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 8:25, SWEDE RD, EAST NORRITON, Station 61",19401,"Fire: VEHICLE ACCIDENT"
"7/8/2019 8:25, SWEDE RD, EAST NORRITON, Station 308",19401,"EMS: VEHICLE ACCIDENT"
"7/8/2019 8:25, SWEDE RD & NORRIS CITY AVE, EAST NORRITON",19401,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 8:28, BUSINESS CENTER DR & DRESHER RD, HORSHAM, Station 352",19044,"EMS: CARDIAC EMERGENCY"
"7/8/2019 8:26, EASTON RD & LAWNTON RD, UPPER MORELAND, Station 381",19090,"EMS: MEDICAL ALERT ALARM"
"7/8/2019 8:33, SCHUYLKILL EXPY EB & RAMP I76 EB TO I476 NB, LOWER MERION",NA,"Traffic: DISABLED VEHICLE -"
"7/8/2019 8:33, SCHUYLKILL EXPY EB & RAMP I76 EB TO I476 NB, LOWER MERION",NA,"Traffic: DISABLED VEHICLE -"
"7/8/2019 8:31, PENN ST & BERGEY RD, HATFIELD TOWNSHIP",19440,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 8:40, LEWIS RD & 10TH AVE, LIMERICK, Station 51",19468,"Fire: ELECTRICAL FIRE OUTSIDE"
"7/8/2019 8:41, HAGUES MILL RD & N BETHLEHEM PIKE, UPPER DUBLIN",19002,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 8:42, EGYPT RD & CASSELBERRY DR, LOWER PROVIDENCE",19403,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 8:46, BARCLAY CIR & PARKVIEW RD, CHELTENHAM, Station 4",19012,"Fire: FIRE ALARM"
"7/8/2019 8:40, CHAPEL RD & OAK ST, LIMERICK, Station 51",19468,"Fire: ELECTRICAL FIRE OUTSIDE"
"7/8/2019 8:53, ROCKHILL RD, UPPER FREDERICK, Station 87",18074,"Fire: VEHICLE ACCIDENT"
"7/8/2019 8:53, ROCKHILL RD, UPPER FREDERICK, Station 344A",18074,"EMS: VEHICLE ACCIDENT"
"7/8/2019 8:52, GERMANTOWN PIKE & HANNAH AVE, EAST NORRITON, Station 308",19401,"EMS: SUBJECT IN PAIN"
"7/8/2019 8:55, CHELTENHAM AVE & OAK AVE, CHELTENHAM",19027,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 8:54, ROCKHILL RD & PERKIOMENVILLE RD, UPPER FREDERICK",18074,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 8:56, JOLLY RD & GERMANTOWN PIKE, PLYMOUTH, Station 308",19462,"EMS: UNKNOWN MEDICAL EMERGENCY"
"7/8/2019 8:59, BEECH ST & THOMAS ST, POTTSTOWN, Station 69",19464,"Fire: FIRE ALARM"
"7/8/2019 9:04, N PLEASANT VIEW RD, LOWER POTTSGROVE, Station 58",19464,"Fire: GAS-ODOR/LEAK"
"7/8/2019 9:05, STENTON AVE, SPRINGFIELD, Station 351A",NA,"EMS: GENERAL WEAKNESS"
"7/8/2019 9:05, ABINGTON AVE & CHARLES ST, ABINGTON, Station 383",19038,"EMS: NAUSEA/VOMITING"
"7/8/2019 9:04, HIGH ST & S PARK RD, LOWER POTTSGROVE, Station 329",19464,"EMS: SUBJECT IN PAIN"
"7/8/2019 9:03, TERWOOD DR, LOWER MORELAND, Station 355",19006,"EMS: VEHICLE ACCIDENT"
"7/8/2019 9:03, TERWOOD DR & FETTERSMILL DR, LOWER MORELAND",19006,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 9:02, ARDMORE AVE & E EVERGREEN AVE, SPRINGFIELD",19038,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 9:08, S GULPH RD & ARDEN RD, UPPER MERION",19087,"Traffic: DISABLED VEHICLE -"
"7/8/2019 9:10, HAVERFORD STATION RD & W MONTGOMERY AVE, LOWER MERION",19041,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 9:08, GREENWOOD AVE & E GLENSIDE AVE, CHELTENHAM",19095,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 9:04, SPRING VALLEY LN, LOWER POTTSGROVE, Station 58",19464,"Fire: GAS-ODOR/LEAK"
"7/8/2019 9:13, GERMANTOWN PIKE & HANNAH AVE, EAST NORRITON, Station 308",19401,"EMS: ABDOMINAL PAINS"
"7/8/2019 9:18, COUNTRY CLUB RD & N LEWIS RD, LIMERICK",19468,"Traffic: DISABLED VEHICLE -"
"7/8/2019 9:16, VIRGINIA DR & CAMP HILL RD, UPPER DUBLIN",19034,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 9:22, TWIN SILO DR & MORRIS RD, WHITPAIN, Station 385",19422,"EMS: ALTERED MENTAL STATUS"
"7/8/2019 9:29, RT100 SB, POTTSTOWN, Station 329",NA,"EMS: VEHICLE ACCIDENT"
"7/8/2019 9:30, MILITIA HILL RD & SIENNA LN, WHITEMARSH",19462,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 9:29, RT100 SB & W KING ST, POTTSTOWN",19464,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 9:35, RT100 SB, POTTSTOWN, Station 69",NA,"Fire: VEHICLE ACCIDENT"
"7/8/2019 9:34, RT100 SB & W KING ST, POTTSTOWN",19464,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 9:31, OAKWOOD DR & OAKWOOD TER, LOWER MERION, Station 313",19072,"EMS: HEMORRHAGING"
"7/8/2019 9:34, VALLEY FORGE RD & BOYD AVE, UPPER GWYNEDD, Station 80",19446,"Fire: FIRE ALARM"
"7/8/2019 9:36, RIDGE PIKE & NORTHWESTERN AVE, SPRINGFIELD, Station 318",19128,"EMS: HEAD INJURY"
"7/8/2019 9:40, E 6TH AVE & FAYETTE ST, CONSHOHOCKEN",19428,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 9:40, JOHNS RD & GARDEN RD, CHELTENHAM",19012,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 9:47, OLD YORK RD & BRENTWOOD RD, ABINGTON, Station 381",19001,"EMS: FALL VICTIM"
"7/8/2019 9:53, MAIN ST & GODSHALL DR, LOWER SALFORD, Station 344",19438,"EMS: OVERDOSE"
"7/8/2019 9:57, MONTGOMERY AVE & LLANDRILLO RD, LOWER MERION",19004,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 10:09, PARK SPRING BLVD & DEAD END, CHESTER COUNTY",NA,"EMS: MATERNITY"
"7/8/2019 10:10, EASTON RD & JENKINTOWN RD, ABINGTON",19038,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 10:08, S EASTON RD & W MT CARMEL AVE, CHELTENHAM",19038,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 10:24, SHANNONDELL DR & SHANNONDELL BLVD, LOWER PROVIDENCE, Station 322A",19403,"EMS: RESPIRATORY EMERGENCY"
"7/8/2019 10:25, TOWNSHIP LINE RD & CEDAR RD, ABINGTON",19027,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 10:23, TENNIS AVE & SUSQUEHANNA RD, UPPER DUBLIN",19002,"Traffic: ROAD OBSTRUCTION -"
"7/8/2019 10:27, S EASTON RD & W MT CARMEL AVE, CHELTENHAM",19038,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 10:30, PARK DR & N ADAMS ST, POTTSTOWN, Station 329B",19464,"EMS: ABDOMINAL PAINS"
"7/8/2019 10:27, ROBERTS BLOCK  & DEAD END, CHELTENHAM",19012,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 10:27, EASTON RD & KENDERTON AVE, ABINGTON",19001,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 10:31, SUMMIT AVE & S MAIN ST, TELFORD, Station 339",18969,"EMS: CVA/STROKE"
"7/8/2019 10:32, TOWNSHIP LINE RD & CEDAR RD, ABINGTON",19027,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 10:35, MAIN ST & BARBADOES ST, NORRISTOWN, Station 308A",19401,"EMS: SEIZURES"
"7/8/2019 10:32, INVERNESS LN & WELSH RD, LOWER MORELAND, Station 8",19006,"Fire: FIRE ALARM"
"7/8/2019 10:32, TOWNSHIP LINE RD & CEDAR RD, CHELTENHAM",19027,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 10:39, PICKET POST LN & DRUMMERS LN, CHESTER COUNTY",19460,"EMS: FALL VICTIM"
"7/8/2019 10:38, HIGHLAND CIR & N HIGHLAND AVE, LOWER MERION, Station 313",19004,"EMS: UNCONSCIOUS SUBJECT"
"7/8/2019 10:37, W COUNTY LINE RD & EASTON RD, HORSHAM",19040,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 10:43, JEFFERSON AVE & ELM AVE, CHELTENHAM, Station 358",19012,"EMS: GENERAL WEAKNESS"
"7/8/2019 10:41, MAIN ST & SCHOOL ST, NORTH WALES, Station 345B",19454,"EMS: ALTERED MENTAL STATUS"
"7/8/2019 10:50, HIGH ST & S WASHINGTON ST, POTTSTOWN, Station 329",19464,"EMS: RESPIRATORY EMERGENCY"
"7/8/2019 10:46, WASHINGTON LN & TOWNSHIP LINE RD, CHELTENHAM, Station 358A",19095,"EMS: UNKNOWN MEDICAL EMERGENCY"
"7/8/2019 10:49, MAIN ST & RUTH RD, LOWER SALFORD, Station 89",19438,"Fire: VEHICLE FIRE"
"7/8/2019 10:50, MAPLE AVE & CHESTNUT ST, HATFIELD TOWNSHIP",19440,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 10:49, MAIN ST & RUTH RD, LOWER SALFORD",19438,"Traffic: VEHICLE FIRE -"
"7/8/2019 11:00, GODSHALL RD & WARTMAN RD, PERKIOMEN, Station 66",19426,"Fire: WOODS/FIELD FIRE"
"7/8/2019 11:05, COWPATH RD & MEADOW WOOD LN, FRANCONIA",18964,"Traffic: DISABLED VEHICLE -"
"7/8/2019 11:10, EASTON RD, ABINGTON, Station 300",NA,"Fire: GAS-ODOR/LEAK"
"7/8/2019 11:07, RIDGE PIKE & NORTHWESTERN AVE, SPRINGFIELD, Station 318",19128,"EMS: NAUSEA/VOMITING"
"7/8/2019 11:13, LANCASTER AVE & S MERION AVE, LOWER MERION, Station 23",19010,"Fire: FIRE ALARM"
"7/8/2019 11:11, FOX CHASE RD, ROCKLEDGE, Station 382",NA,"EMS: FALL VICTIM"
"7/8/2019 11:13, YORK RD & SCHOOL RD, HATBORO",19040,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 11:19, OLD YORK RD & BREYER DR, CHELTENHAM, Station 358",19027,"EMS: SUBJECT IN PAIN"
"7/8/2019 11:19, WALNUT ST & S 4TH AVE, ROYERSFORD, Station 325",19468,"EMS: RESPIRATORY EMERGENCY"
"7/8/2019 11:17, 3RD ST & JEFFERSON ST, RED HILL, Station 369",18076,"EMS: UNRESPONSIVE SUBJECT"
"7/8/2019 11:24, DAVISVILLE RD & STRATFORD AVE, ABINGTON",19090,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 11:22, CRUSHER RD & PERKIOMEN TRL, MARLBOROUGH",18074,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 11:23, S COUNTY LINE RD & CHERRY LN, SOUDERTON",18964,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 11:30, CARDIN PL & SUNDERLAND DR, LOWER PROVIDENCE, Station 322",19403,"EMS: CARDIAC ARREST"
"7/8/2019 11:31, KILLDEER LN & BOBWHITE LN, LOWER MORELAND, Station 355",19006,"EMS: ALTERED MENTAL STATUS"
"7/8/2019 11:32, INDEPENDENCE RD & PRINCE FREDERICK ST, UPPER MERION, Station 356",19406,"EMS: FALL VICTIM"
"7/8/2019 11:34, CONSHOHOCKEN STATE RD & MONTGOMERY AVE, LOWER MERION",19004,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 11:38, TURNER RD & MARTIN RD, UPPER MORELAND",19090,"Traffic: ROAD OBSTRUCTION -"
"7/8/2019 11:40, BETHLEHEM PIKE & WASHINGTON LN, UPPER DUBLIN, Station 351",19034,"EMS: FALL VICTIM"
"7/8/2019 11:38, VALLEY FORGE CIR & OLD VALLEY FORGE RD, UPPER MERION, Station 356",19406,"EMS: FALL VICTIM"
"7/8/2019 11:45, BLUEROUTE  & BROOK RD UNDERPASS, PLYMOUTH, Station 308",NA,"EMS: UNKNOWN MEDICAL EMERGENCY"
"7/8/2019 11:48, LANCASTER AVE & ELLIOTT AVE, LOWER MERION, Station 313",19010,"EMS: CARDIAC EMERGENCY"
"7/8/2019 11:49, FISHER RD & ALLEBACH LN, WORCESTER, Station 336",19446,"EMS: SUBJECT IN PAIN"
"7/8/2019 11:54, PEN AMBLER RD & BRIGHTS LN, LOWER GWYNEDD, Station 351",19002,"EMS: GENERAL WEAKNESS"
"7/8/2019 11:59, GRUBER RD & BERKLEY PL, LOWER SALFORD, Station 344",19438,"EMS: ABDOMINAL PAINS"
"7/8/2019 11:58, HUNTINGDON PIKE & OLD HUNTINGDON PIKE, ABINGTON, Station 382",19046,"EMS: CARDIAC EMERGENCY"
"7/8/2019 11:57, CAMP HILL RD & OFFICE CENTER DR, UPPER DUBLIN, Station 351",19034,"EMS: HEAD INJURY"
"7/8/2019 12:02, FISHER RD & ALLEBACH LN, WORCESTER, Station 83",19446,"Fire: FIRE SPECIAL SERVICE"
"7/8/2019 12:03, EASTON RD & FITZWATERTOWN RD, UPPER MORELAND",19090,"Traffic: ROAD OBSTRUCTION -"
"7/8/2019 12:06, EDGEWOOD AVE & WOODLAND RD, ABINGTON, Station 381",19001,"EMS: RESPIRATORY EMERGENCY"
"7/8/2019 12:07, WELSH RD & TWINING RD, UPPER MORELAND",19090,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 12:06, WELSH RD & TWINING RD, UPPER MORELAND",19090,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 12:13, MAIN ST & W RACE ST, AMBLER, Station 351",19002,"EMS: MEDICAL ALERT ALARM"
"7/8/2019 12:12, HIGH ST & ALLISON DR, LOWER POTTSGROVE, Station 58",19464,"Fire: VEHICLE ACCIDENT"
"7/8/2019 12:12, SCHUYLKILL RD & S HANOVER ST, CHESTER COUNTY, Station 3A84",19465,"EMS: ABDOMINAL PAINS"
"7/8/2019 12:12, HIGH ST & ALLISON DR, LOWER POTTSGROVE, Station 329",19464,"EMS: VEHICLE ACCIDENT"
"7/8/2019 12:15, UNION AVE & BALA AVE, LOWER MERION",19004,"Traffic: ROAD OBSTRUCTION -"
"7/8/2019 12:11, HIGH ST & ALLISON DR, LOWER POTTSGROVE",19464,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 12:16, FORTY FOOT RD & DETWILER RD, TOWAMENCIN",19446,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 12:23, SHANNONDELL DR & SHANNONDELL BLVD, LOWER PROVIDENCE, Station 322A",19403,"EMS: GENERAL WEAKNESS"
"7/8/2019 12:22, CROSSFIELD RD & JAMES ST, UPPER MERION, Station 356",19406,"EMS: OVERDOSE"
"7/8/2019 12:27, MARSHALL ST & N MONTGOMERY AVE, WEST NORRITON, Station 308B",19403,"EMS: SUBJECT IN PAIN"
"7/8/2019 12:32, LINWOOD AVE & E ATHENS AVE, LOWER MERION, Station 25",19003,"Fire: FIRE ALARM"
"7/8/2019 12:36, DARTMOUTH DR & DEAD END, NORRISTOWN, Station 308A",NA,"EMS: FALL VICTIM"
"7/8/2019 12:36, EASTON RD, UPPER MORELAND, Station 10",NA,"Fire: FIRE POLICE NEEDED"
"7/8/2019 12:37, EXTENSION PENNSYLVANIA TPKE & SCHULTZ RD UNDERPASS, WORCESTER",19446,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 12:38, JACKSONVILLE RD & TANNER AVE, HATBORO, Station 384",19040,"EMS: NAUSEA/VOMITING"
"7/8/2019 12:38, FORNANCE ST & GREEN VALLEY RD, NORRISTOWN",19401,"Traffic: DISABLED VEHICLE -"
"7/8/2019 12:39, HOLLOW RD & RAMP I76 WB TO HOLLOW RD, LOWER MERION",19072,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 12:43, MORELAND RD & EASTON RD, ABINGTON, Station 381",19090,"EMS: DIABETIC EMERGENCY"
"7/8/2019 12:49, NEWBURY WAY & DEAD END, TOWAMENCIN, Station 345B",NA,"EMS: GENERAL WEAKNESS"
"7/8/2019 12:39, BROAD ST & ALLENTOWN RD, UPPER GWYNEDD",19446,"Traffic: DISABLED VEHICLE -"
"7/8/2019 12:53, W DEKALB PIKE & BRANDYWINE LN, UPPER MERION",19406,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 12:53, CONTINENTAL DR & DEVON PARK DR, UPPER MERION, Station 356",19406,"EMS: ABDOMINAL PAINS"
"7/8/2019 12:54, SUMNEYTOWN PIKE & RR OVERPASS, UPPER GWYNEDD, Station 345B",NA,"EMS: DEHYDRATION"
"7/8/2019 12:53, W MILL RD & GROVE AVE, WHITEMARSH",19031,"Traffic: HAZARDOUS ROAD CONDITIONS -"
"7/8/2019 12:59, NORTH HILLS AVE & NORTHVIEW DR, UPPER DUBLIN, Station 88",19038,"Fire: FIRE INVESTIGATION"
"7/8/2019 12:57, 4TH ST & RR CROSSING, BRIDGEPORT, Station 356",NA,"EMS: GENERAL WEAKNESS"
"7/8/2019 12:57, BROAD ST & LYNWOOD DR, HATFIELD TOWNSHIP",19446,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 12:56, KNAPP RD & LANSDALE AVE, MONTGOMERY",19446,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 13:09, MAIN ST & W RACE ST, AMBLER, Station 351",19002,"EMS: MEDICAL ALERT ALARM"
"7/8/2019 13:10, SCHUYLKILL EXPY & RR OVERPASS, UPPER MERION",NA,"Traffic: DISABLED VEHICLE -"
"7/8/2019 13:10, SCHUYLKILL EXPY & RR OVERPASS, UPPER MERION",NA,"Traffic: DISABLED VEHICLE -"
"7/8/2019 13:10, RT202 BYP SB & JUGHANDLE, UPPER MERION",NA,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 13:11, PAPER MILL RD & SKYLINE DR, SPRINGFIELD, Station 351A",19038,"EMS: CARDIAC EMERGENCY"
"7/8/2019 13:14, SCHUYLKILL EXPY & RAMP S GULPH RD TO I76 EB, UPPER MERION",NA,"Traffic: DISABLED VEHICLE -"
"7/8/2019 13:19, 1ST AVE & PARK AVE, UPPER MERION, Station 47",19406,"Fire: FIRE ALARM"
"7/8/2019 13:23, MONTGOMERY DR & HAMILTON DR, LOWER SALFORD, Station 344",19438,"EMS: SUBJECT IN PAIN"
"7/8/2019 13:31, OLD YORK RD & ROY AVE, ABINGTON",19001,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 13:36, OLD YORK RD & MEETINGHOUSE RD, CHELTENHAM, Station 358",19027,"EMS: ABDOMINAL PAINS"
"7/8/2019 13:40, MONTGOMERY AVE & VALLEY RD, LOWER MERION, Station 313",19003,"EMS: FALL VICTIM"
"7/8/2019 13:40, NEW GULPH RD & ROSE LN, LOWER MERION, Station 23",19041,"Fire: FIRE ALARM"
"7/8/2019 13:40, BEECH RD & AIRDALE RD, LOWER MERION",19010,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 13:38, SCHUYLKILL EXPY & RAMP I476 NB TO I76 WB, LOWER MERION",NA,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 13:46, AIRDALE RD & BEECH RD, LOWER MERION",19010,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 14:00, W DEKALB PIKE & N GULPH RD, UPPER MERION",19406,"Traffic: DISABLED VEHICLE -"
"7/8/2019 13:59, BETHLEHEM PIKE & PARK DR, MONTGOMERY",19454,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 13:59, STAHL RD & DEAD END, LOWER SALFORD",19438,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 13:57, RIDGE PIKE & CRESCENT AVE, WHITEMARSH",19444,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 14:04, EASTON RD & GREENWOOD AVE, CHELTENHAM, Station 358A",19095,"EMS: LACERATIONS"
"7/8/2019 14:15, BUTLER PIKE & NESBITT RD, HORSHAM, Station 15",19002,"Fire: FIRE ALARM"
"7/8/2019 14:14, HUNTINGDON PIKE & MOREDON RD, ABINGTON, Station 382",19006,"EMS: GENERAL WEAKNESS"
"7/8/2019 14:20, FREEDLEY ST & GREEN ST, NORRISTOWN, Station 308A",19401,"EMS: LACERATIONS"
"7/8/2019 14:24, HENDERSON RD & SAULIN BLVD, UPPER MERION, Station 356",19406,"EMS: FRACTURE"
"7/8/2019 14:22, BLACK ROCK RD & S TRAPPE RD, UPPER PROVIDENCE, Station 325",19468,"EMS: HEMORRHAGING"
"7/8/2019 14:21, PINETOWN RD & EAGLEVILLE RD, LOWER PROVIDENCE, Station 322A",19403,"EMS: HEAD INJURY"
"7/8/2019 14:21, RT422 EB & S COLLEGEVILLE RD UNDERPASS, UPPER PROVIDENCE",NA,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 14:30, MONTGOMERY AVE & N MERION AVE, LOWER MERION, Station 313",19010,"EMS: CARDIAC EMERGENCY"
"7/8/2019 14:27, BYBERRY AVE & S WARMINSTER RD, UPPER MORELAND",19040,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 14:35, RIDGE PIKE & LUCETTA ST, PLYMOUTH, Station 308A",19462,"EMS: VEHICLE ACCIDENT"
"7/8/2019 14:32, RIDGE PIKE & LUCETTA ST, PLYMOUTH",19462,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 14:34, CIRCLE DR & SERVICE ST, NORRISTOWN, Station 308A",19403,"EMS: GENERAL WEAKNESS"
"7/8/2019 14:33, WISTAR DR & WASHINGTON LN, CHELTENHAM, Station 358A",19027,"EMS: SYNCOPAL EPISODE"
"7/8/2019 14:33, OUTER LINE DR & JOSEPH PLUMB MARTIN LOOP TRL, UPPER MERION",NA,"Traffic: DISABLED VEHICLE -"
"7/8/2019 14:33, OUTER LINE DR & JOSEPH PLUMB MARTIN LOOP TRL, UPPER MERION",NA,"Traffic: DISABLED VEHICLE -"
"7/8/2019 14:32, WATER LOOP DR & FRONT ST, UPPER PROVIDENCE",19426,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 14:39, HUNTINGDON PIKE & SUSQUEHANNA RD, ABINGTON",19006,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 14:44, HUNTINGDON PIKE, ABINGTON, Station 382",NA,"EMS: VEHICLE ACCIDENT"
"7/8/2019 14:42, LINFIELD TRAPPE RD & WEAVER LN, LIMERICK, Station 324A",19468,"EMS: CARDIAC EMERGENCY"
"7/8/2019 14:42, ACORN CT & BENTWOOD CIR, TOWAMENCIN, Station 345B",19438,"EMS: CVA/STROKE"
"7/8/2019 14:45, HIGH ST & S WASHINGTON ST, POTTSTOWN, Station 69",19464,"Fire: FIRE ALARM"
"7/8/2019 14:54, N WARREN ST & BEECH ST, POTTSTOWN",19464,"Traffic: HAZARDOUS ROAD CONDITIONS -"
"7/8/2019 15:05, SKIPPACK PIKE & MEADOWOOD DR, WORCESTER, Station 336",19446,"EMS: ABDOMINAL PAINS"
"7/8/2019 15:04, DAVISVILLE RD & EASTON RD, ABINGTON, Station 381",19090,"EMS: GENERAL WEAKNESS"
"7/8/2019 15:01, FARRIER LN & FARM DR, WHITPAIN, Station 33",19422,"Fire: FIRE ALARM"
"7/8/2019 15:01, GREEN ST & S 3RD AVE, ROYERSFORD, Station 325",19468,"EMS: ALLERGIC REACTION"
"7/8/2019 15:10, VALLEY FORGE PARK RD & COUNTY LINE RD, UPPER MERION",19406,"Traffic: DISABLED VEHICLE -"
"7/8/2019 15:10, VALLEY FORGE PARK RD & COUNTY LINE RD, UPPER MERION",19406,"Traffic: DISABLED VEHICLE -"
"7/8/2019 15:08, DAVISVILLE RD & TURNPIKE UNDERPASS, UPPER MORELAND",19040,"Traffic: DISABLED VEHICLE -"
"7/8/2019 15:11, NORTH HILLS DR & NATALIE LN, NORRISTOWN, Station 308A",19401,"EMS: SEIZURES"
"7/8/2019 15:15, PAPER MILL RD & RT309 OVERPASS, SPRINGFIELD",19038,"Traffic: VEHICLE ACCIDENT -"
"7/8/2019 15:17, DEKALB PIKE & COLONIAL DR, EAST NORRITON, Station 308",19401,"EMS: FALL VICTIM"
"7/8/2019 15:24, RIDGE PIKE & N TOWNSHIP LINE RD, LIMERICK, Station 324A",19468,"EMS: SYNCOPAL EPISODE"
"7/8/2019 15:24, TANNER AVE & JACKSONVILLE RD, HATBORO, Station 384",19040,"EMS: DIABETIC EMERGENCY"
"7/8/2019 15:26, MARJESSA DR & CARA LN, DOUGLASS, Station 332",19525,"EMS: CARDIAC EMERGENCY"
"7/8/2019 15:30, SHANNONDELL DR & SHANNONDELL BLVD, LOWER PROVIDENCE, Station 322A",19403,"EMS: CARDIAC EMERGENCY"
"7/8/2019 15:27, DEFFORD PL & SUNDERLAND DR, LOWER PROVIDENCE, Station 322",19403,"EMS: RESPIRATORY EMERGENCY"
"7/8/2019 15:31, SHANNONDELL DR & SHANNONDELL BLVD, LOWER PROVIDENCE, Station 322A",19403,"EMS: ALTERED MENTAL STATUS"
"7/8/2019 15:36, MONTGOMERY AVE & GRAYS LN, LOWER MERION",19041,"Traffic: DISABLED VEHICLE -"
"7/8/2019 15:40, BAYLESS PL & SUNDERLAND DR, LOWER PROVIDENCE",19403,"Traffic: VEHICLE ACCIDENT -"
