"","X","desc","zip","title","address","towns","dt","date","time","responder","reason"
"3490",3490,"GULPH RD & CROTON RD; UPPER MERION; 2020-01-10 @ 12:20:40",19406,"Fire: ELEVATOR EMERGENCY","GULPH RD & CROTON RD"," UPPER MERION"," 2020-01-10 @ 12:20:40"," 2020-01-10 "," 12:20:40","Fire"," ELEVATOR EMERGENCY"
"3491",3491,"WEDGEWOOD DR & ANDOVER RD;  LANSDALE; 2020-01-10 @ 12:23:16",19446,"EMS: DIABETIC EMERGENCY","WEDGEWOOD DR & ANDOVER RD","  LANSDALE"," 2020-01-10 @ 12:23:16"," 2020-01-10 "," 12:23:16","EMS"," DIABETIC EMERGENCY"
"3492",3492,"EASTON RD & ANDREA DR;  UPPER MORELAND; 2020-01-10 @ 12:21:55",19090,"EMS: CARDIAC EMERGENCY","EASTON RD & ANDREA DR","  UPPER MORELAND"," 2020-01-10 @ 12:21:55"," 2020-01-10 "," 12:21:55","EMS"," CARDIAC EMERGENCY"
"3493",3493,"UNIONVILLE PIKE AND SCHOOL RD;  HATFIELD TOWNSHIP; 2020-01-10 @ 12:19:21",19440,"EMS: UNKNOWN MEDICAL EMERGENCY","UNIONVILLE PIKE & SCHOOL RD","  HATFIELD TOWNSHIP"," 2020-01-10 @ 12:19:21"," 2020-01-10 "," 12:19:21","EMS"," UNKNOWN MEDICAL EMERGENCY"
"3494",3494,"HORSHAM RD & PROGRESS DR;  HORSHAM; 2020-01-10 @ 12:28:42",19044,"EMS: CARDIAC EMERGENCY","HORSHAM RD & PROGRESS DR","  HORSHAM"," 2020-01-10 @ 12:28:42"," 2020-01-10 "," 12:28:42","EMS"," CARDIAC EMERGENCY"
"3495",3495,"KELLY DR & REGATTA CIR;  NORRISTOWN; 2020-01-10 @ 12:29:13",19401,"EMS: SUBJECT IN PAIN","KELLY DR & REGATTA CIR","  NORRISTOWN"," 2020-01-10 @ 12:29:13"," 2020-01-10 "," 12:29:13","EMS"," SUBJECT IN PAIN"
"3496",3496,"4TH ST & DEPOT ST;  BRIDGEPORT; 2020-01-10 @ 12:27:00",19405,"EMS: UNKNOWN MEDICAL EMERGENCY","4TH ST & DEPOT ST","  BRIDGEPORT"," 2020-01-10 @ 12:27:00"," 2020-01-10 "," 12:27:00","EMS"," UNKNOWN MEDICAL EMERGENCY"
"3497",3497,"N HENDERSON RD;  UPPER MERION; 2020-01-10 @ 12:27:56",19406,"EMS: VEHICLE ACCIDENT","N HENDERSON RD","  UPPER MERION"," 2020-01-10 @ 12:27:56"," 2020-01-10 "," 12:27:56","EMS"," VEHICLE ACCIDENT"
"3498",3498,"N HENDERSON RD & E DEKALB PIKE; UPPER MERION; 2020-01-10 @ 12:30:56",19406,"Traffic: VEHICLE ACCIDENT","N HENDERSON RD & E DEKALB PIKE"," UPPER MERION"," 2020-01-10 @ 12:30:56"," 2020-01-10 "," 12:30:56","Traffic"," VEHICLE ACCIDENT"
"3499",3499,"FRICKS LOCK RD & SANATOGA RD;  CHESTER COUNTY; 2020-01-10 @ 12:35:57",19465,"EMS: FALL VICTIM","FRICKS LOCK RD & SANATOGA RD","  CHESTER COUNTY"," 2020-01-10 @ 12:35:57"," 2020-01-10 "," 12:35:57","EMS"," FALL VICTIM"
"3500",3500,"CONGO RD & E PHILADELPHIA AVE;  DOUGLASS; 2020-01-10 @ 12:34:54",19525,"EMS: HEMORRHAGING","CONGO RD & E PHILADELPHIA AVE","  DOUGLASS"," 2020-01-10 @ 12:34:54"," 2020-01-10 "," 12:34:54","EMS"," HEMORRHAGING"
"3501",3501,"BUCKWALTER RD & HELEN CIR;  UPPER PROVIDENCE; 2020-01-10 @ 12:38:36",19468,"EMS: CARDIAC EMERGENCY","BUCKWALTER RD & HELEN CIR","  UPPER PROVIDENCE"," 2020-01-10 @ 12:38:36"," 2020-01-10 "," 12:38:36","EMS"," CARDIAC EMERGENCY"
"3502",3502,"WELSH RD & WALTON RD;  LOWER MORELAND; 2020-01-10 @ 12:45:53",19006,"EMS: HEAD INJURY","WELSH RD & WALTON RD","  LOWER MORELAND"," 2020-01-10 @ 12:45:53"," 2020-01-10 "," 12:45:53","EMS"," HEAD INJURY"
"3503",3503,"RUNNYMEDE DR & MEREDITH LN; PLYMOUTH; 2020-01-10 @ 12:50:58",19462,"Fire: APPLIANCE FIRE","RUNNYMEDE DR & MEREDITH LN"," PLYMOUTH"," 2020-01-10 @ 12:50:58"," 2020-01-10 "," 12:50:58","Fire"," APPLIANCE FIRE"
"3504",3504,"DEWEES PL & HERITAGE PARK BLVD;  TRAPPE; 2020-01-10 @ 12:53:44",19426,"EMS: FIRE SPECIAL SERVICE","DEWEES PL & HERITAGE PARK BLVD","  TRAPPE"," 2020-01-10 @ 12:53:44"," 2020-01-10 "," 12:53:44","EMS"," FIRE SPECIAL SERVICE"
"3505",3505,"DEWEES PL & HERITAGE PARK BLVD; TRAPPE; 2020-01-10 @ 12:54:17",19426,"Fire: FIRE SPECIAL SERVICE","DEWEES PL & HERITAGE PARK BLVD"," TRAPPE"," 2020-01-10 @ 12:54:17"," 2020-01-10 "," 12:54:17","Fire"," FIRE SPECIAL SERVICE"
"3506",3506,"DEER RUN CT & DOE CT;  LIMERICK; 2020-01-10 @ 12:52:11",19468,"EMS: NAUSEA/VOMITING","DEER RUN CT & DOE CT","  LIMERICK"," 2020-01-10 @ 12:52:11"," 2020-01-10 "," 12:52:11","EMS"," NAUSEA/VOMITING"
"3507",3507,"BELMONT AVE & ST ASAPHS RD; LOWER MERION; 2020-01-10 @ 12:55:34",19004,"Traffic: DISABLED VEHICLE","BELMONT AVE & ST ASAPHS RD"," LOWER MERION"," 2020-01-10 @ 12:55:34"," 2020-01-10 "," 12:55:34","Traffic"," DISABLED VEHICLE"
"3508",3508,"BYBERRY RD & WALSH LN; LOWER MORELAND; 2020-01-10 @ 12:53:54",19006,"Traffic: VEHICLE ACCIDENT","BYBERRY RD & WALSH LN"," LOWER MORELAND"," 2020-01-10 @ 12:53:54"," 2020-01-10 "," 12:53:54","Traffic"," VEHICLE ACCIDENT"
"3509",3509,"RT422  & RAMP TOWNSHIP LINE RD TO RT422 EB; UPPER PROVIDENCE; 2020-01-10 @ 12:59:31",NA,"Traffic: ROAD OBSTRUCTION","RT422  & RAMP TOWNSHIP LINE RD TO RT422 EB"," UPPER PROVIDENCE"," 2020-01-10 @ 12:59:31"," 2020-01-10 "," 12:59:31","Traffic"," ROAD OBSTRUCTION"
"3510",3510,"OAKWOOD DR & OAKWOOD TER;  LOWER MERION; 2020-01-10 @ 13:03:44",19072,"EMS: FALL VICTIM","OAKWOOD DR & OAKWOOD TER","  LOWER MERION"," 2020-01-10 @ 13:03:44"," 2020-01-10 "," 13:03:44","EMS"," FALL VICTIM"
"3511",3511,"MORELAND RD & EASTON RD; ABINGTON; 2020-01-10 @ 13:01:33",19090,"Fire: FIRE ALARM","MORELAND RD & EASTON RD"," ABINGTON"," 2020-01-10 @ 13:01:33"," 2020-01-10 "," 13:01:33","Fire"," FIRE ALARM"
"3512",3512,"COLONIAL DR & MEADOW LN;  LOWER FREDERICK; 2020-01-10 @ 13:10:22",18074,"EMS: FALL VICTIM","COLONIAL DR & MEADOW LN","  LOWER FREDERICK"," 2020-01-10 @ 13:10:22"," 2020-01-10 "," 13:10:22","EMS"," FALL VICTIM"
"3513",3513,"SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; 2020-01-10 @ 13:09:59",19403,"EMS: ABDOMINAL PAINS","SHANNONDELL DR & SHANNONDELL BLVD","  LOWER PROVIDENCE"," 2020-01-10 @ 13:09:59"," 2020-01-10 "," 13:09:59","EMS"," ABDOMINAL PAINS"
"3514",3514,"GERMANTOWN PIKE & HALLOWELL RD;  PLYMOUTH; 2020-01-10 @ 13:11:58",19462,"EMS: CARDIAC EMERGENCY","GERMANTOWN PIKE & HALLOWELL RD","  PLYMOUTH"," 2020-01-10 @ 13:11:58"," 2020-01-10 "," 13:11:58","EMS"," CARDIAC EMERGENCY"
"3515",3515,"CITY AVE & CONSHOHOCKEN AVE;  LOWER MERION; 2020-01-10 @ 13:12:54",19131,"EMS: FALL VICTIM","CITY AVE & CONSHOHOCKEN AVE","  LOWER MERION"," 2020-01-10 @ 13:12:54"," 2020-01-10 "," 13:12:54","EMS"," FALL VICTIM"
"3516",3516,"CHURCH RD & HUNTINGDON PIKE; ROCKLEDGE; 2020-01-10 @ 13:18:00",19046,"Traffic: VEHICLE ACCIDENT","CHURCH RD & HUNTINGDON PIKE"," ROCKLEDGE"," 2020-01-10 @ 13:18:00"," 2020-01-10 "," 13:18:00","Traffic"," VEHICLE ACCIDENT"
"3517",3517,"SUMNEYTOWN PIKE & CHURCH RD;  UPPER GWYNEDD; 2020-01-10 @ 13:29:13",19446,"EMS: ABDOMINAL PAINS","SUMNEYTOWN PIKE & CHURCH RD","  UPPER GWYNEDD"," 2020-01-10 @ 13:29:13"," 2020-01-10 "," 13:29:13","EMS"," ABDOMINAL PAINS"
"3518",3518,"SCHOOL HOUSE RD AND CHURCH RD; UPPER HANOVER; 2020-01-10 @ 13:31:36",18041,"Traffic: DISABLED VEHICLE","SCHOOL HOUSE RD & CHURCH RD"," UPPER HANOVER"," 2020-01-10 @ 13:31:36"," 2020-01-10 "," 13:31:36","Traffic"," DISABLED VEHICLE"
"3519",3519,"DREXEL RD & PARK AVE;  HATBORO; 2020-01-10 @ 13:39:51",19040,"EMS: UNRESPONSIVE SUBJECT","DREXEL RD & PARK AVE","  HATBORO"," 2020-01-10 @ 13:39:51"," 2020-01-10 "," 13:39:51","EMS"," UNRESPONSIVE SUBJECT"
"3520",3520,"FAIRFIELD RD & JEFFERSON ST; PLYMOUTH; 2020-01-10 @ 13:40:57",19462,"Traffic: HAZARDOUS ROAD CONDITIONS","FAIRFIELD RD & JEFFERSON ST"," PLYMOUTH"," 2020-01-10 @ 13:40:57"," 2020-01-10 "," 13:40:57","Traffic"," HAZARDOUS ROAD CONDITIONS"
"3521",3521,"RT422  & RAMP TOWNSHIP LINE RD TO RT422 EB; UPPER PROVIDENCE; 2020-01-10 @ 13:44:21",NA,"Traffic: ROAD OBSTRUCTION","RT422  & RAMP TOWNSHIP LINE RD TO RT422 EB"," UPPER PROVIDENCE"," 2020-01-10 @ 13:44:21"," 2020-01-10 "," 13:44:21","Traffic"," ROAD OBSTRUCTION"
"3522",3522,"RT100 SB; UPPER POTTSGROVE; 2020-01-10 @ 13:50:21",NA,"Fire: FIRE POLICE NEEDED","RT100 SB"," UPPER POTTSGROVE"," 2020-01-10 @ 13:50:21"," 2020-01-10 "," 13:50:21","Fire"," FIRE POLICE NEEDED"
"3523",3523,"THE FAIRWAY  & RYDAL RD; ABINGTON; 2020-01-10 @ 13:49:26",19046,"Traffic: VEHICLE ACCIDENT","THE FAIRWAY  & RYDAL RD"," ABINGTON"," 2020-01-10 @ 13:49:26"," 2020-01-10 "," 13:49:26","Traffic"," VEHICLE ACCIDENT"
"3524",3524,"HIGH SCHOOL RD & TOWNSHIP LINE RD; ABINGTON; 2020-01-10 @ 13:54:49",19027,"Fire: BUILDING FIRE","HIGH SCHOOL RD & TOWNSHIP LINE RD"," ABINGTON"," 2020-01-10 @ 13:54:49"," 2020-01-10 "," 13:54:49","Fire"," BUILDING FIRE"
"3525",3525,"CHESTNUT ST & RIDGE PIKE;  WHITEMARSH; 2020-01-10 @ 13:56:50",19444,"EMS: ALLERGIC REACTION","CHESTNUT ST & RIDGE PIKE","  WHITEMARSH"," 2020-01-10 @ 13:56:50"," 2020-01-10 "," 13:56:50","EMS"," ALLERGIC REACTION"
"3526",3526,"MATSONFORD RD & CHURCH ST; WEST CONSHOHOCKEN; 2020-01-10 @ 14:11:03",19428,"Traffic: VEHICLE ACCIDENT","MATSONFORD RD & CHURCH ST"," WEST CONSHOHOCKEN"," 2020-01-10 @ 14:11:03"," 2020-01-10 "," 14:11:03","Traffic"," VEHICLE ACCIDENT"
"3527",3527,"OLD YORK RD & WYNCOTE RD;  ABINGTON; 2020-01-10 @ 14:15:07",19046,"EMS: UNKNOWN MEDICAL EMERGENCY","OLD YORK RD & WYNCOTE RD","  ABINGTON"," 2020-01-10 @ 14:15:07"," 2020-01-10 "," 14:15:07","EMS"," UNKNOWN MEDICAL EMERGENCY"
"3528",3528,"OAKWOOD DR & OAKWOOD TER; LOWER MERION; 2020-01-10 @ 14:17:40",19072,"Fire: FIRE ALARM","OAKWOOD DR & OAKWOOD TER"," LOWER MERION"," 2020-01-10 @ 14:17:40"," 2020-01-10 "," 14:17:40","Fire"," FIRE ALARM"
"3529",3529,"TWINING RD & DALE RD; UPPER DUBLIN; 2020-01-10 @ 14:39:14",19090,"Traffic: DISABLED VEHICLE","TWINING RD & DALE RD"," UPPER DUBLIN"," 2020-01-10 @ 14:39:14"," 2020-01-10 "," 14:39:14","Traffic"," DISABLED VEHICLE"
"3530",3530,"SKIPPACK PIKE & REYNARDS RUN; WHITPAIN; 2020-01-10 @ 14:43:05",19422,"Traffic: DISABLED VEHICLE","SKIPPACK PIKE & REYNARDS RUN"," WHITPAIN"," 2020-01-10 @ 14:43:05"," 2020-01-10 "," 14:43:05","Traffic"," DISABLED VEHICLE"
"3531",3531,"3RD AVE & UNNAMED ALY;  CONSHOHOCKEN; 2020-01-10 @ 14:48:59",19428,"EMS: CARDIAC EMERGENCY","3RD AVE & UNNAMED ALY","  CONSHOHOCKEN"," 2020-01-10 @ 14:48:59"," 2020-01-10 "," 14:48:59","EMS"," CARDIAC EMERGENCY"
"3532",3532,"MONTGOMERY AVE & S WOODBINE AVE; NARBERTH; 2020-01-10 @ 14:48:08",19072,"Traffic: VEHICLE ACCIDENT","MONTGOMERY AVE & S WOODBINE AVE"," NARBERTH"," 2020-01-10 @ 14:48:08"," 2020-01-10 "," 14:48:08","Traffic"," VEHICLE ACCIDENT"
"3533",3533,"CENTER ST;  WEST POTTSGROVE; 2020-01-10 @ 14:52:08",19464,"EMS: BACK PAINS/INJURY","CENTER ST","  WEST POTTSGROVE"," 2020-01-10 @ 14:52:08"," 2020-01-10 "," 14:52:08","EMS"," BACK PAINS/INJURY"
"3534",3534,"SUPPLEE RD & SUMNEYTOWN PIKE;  UPPER GWYNEDD; 2020-01-10 @ 14:54:02",19446,"EMS: HEAD INJURY","SUPPLEE RD & SUMNEYTOWN PIKE","  UPPER GWYNEDD"," 2020-01-10 @ 14:54:02"," 2020-01-10 "," 14:54:02","EMS"," HEAD INJURY"
"3535",3535,"E RELIANCE RD & SPRING HOUSE LN; TELFORD; 2020-01-10 @ 14:52:59",18969,"Traffic: VEHICLE ACCIDENT","E RELIANCE RD & SPRING HOUSE LN"," TELFORD"," 2020-01-10 @ 14:52:59"," 2020-01-10 "," 14:52:59","Traffic"," VEHICLE ACCIDENT"
"3536",3536,"EASTON RD & GREENWOOD AVE; CHELTENHAM; 2020-01-10 @ 15:00:41",19095,"Traffic: VEHICLE ACCIDENT","EASTON RD & GREENWOOD AVE"," CHELTENHAM"," 2020-01-10 @ 15:00:41"," 2020-01-10 "," 15:00:41","Traffic"," VEHICLE ACCIDENT"
"3537",3537,"RT202 PKWY & WELSH RD; MONTGOMERY; 2020-01-10 @ 14:58:47",NA,"Traffic: VEHICLE ACCIDENT","RT202 PKWY & WELSH RD"," MONTGOMERY"," 2020-01-10 @ 14:58:47"," 2020-01-10 "," 14:58:47","Traffic"," VEHICLE ACCIDENT"
"3538",3538,"SUPPLEE RD & SUMNEYTOWN PIKE; UPPER GWYNEDD; 2020-01-10 @ 15:02:47",19446,"Fire: S/B AT HELICOPTER LANDING","SUPPLEE RD & SUMNEYTOWN PIKE"," UPPER GWYNEDD"," 2020-01-10 @ 15:02:47"," 2020-01-10 "," 15:02:47","Fire"," S/B AT HELICOPTER LANDING"
"3539",3539,"LEWIS RD & ROYERSFORD RD; LIMERICK; 2020-01-10 @ 15:04:27",19468,"Fire: FIRE ALARM","LEWIS RD & ROYERSFORD RD"," LIMERICK"," 2020-01-10 @ 15:04:27"," 2020-01-10 "," 15:04:27","Fire"," FIRE ALARM"
"3540",3540,"MEADOWBROOK RD & HUNT CLUB TRL;  LOWER GWYNEDD; 2020-01-10 @ 15:07:53",19454,"EMS: FALL VICTIM","MEADOWBROOK RD & HUNT CLUB TRL","  LOWER GWYNEDD"," 2020-01-10 @ 15:07:53"," 2020-01-10 "," 15:07:53","EMS"," FALL VICTIM"
"3541",3541,"NORTH WALES RD & SKIPPACK PIKE; WORCESTER; 2020-01-10 @ 15:10:29",19422,"Traffic: VEHICLE ACCIDENT","NORTH WALES RD & SKIPPACK PIKE"," WORCESTER"," 2020-01-10 @ 15:10:29"," 2020-01-10 "," 15:10:29","Traffic"," VEHICLE ACCIDENT"
"3542",3542,"GERMANTOWN PIKE & DEKALB PIKE; EAST NORRITON; 2020-01-10 @ 15:15:02",19401,"Traffic: VEHICLE ACCIDENT","GERMANTOWN PIKE & DEKALB PIKE"," EAST NORRITON"," 2020-01-10 @ 15:15:02"," 2020-01-10 "," 15:15:02","Traffic"," VEHICLE ACCIDENT"
"3543",3543,"COUNTY LINE RD & CENTENNIAL RD;  UPPER MORELAND; 2020-01-10 @ 15:22:53",19040,"EMS: RESPIRATORY EMERGENCY","COUNTY LINE RD & CENTENNIAL RD","  UPPER MORELAND"," 2020-01-10 @ 15:22:53"," 2020-01-10 "," 15:22:53","EMS"," RESPIRATORY EMERGENCY"
"3544",3544,"SUMMIT ST & COLONIAL AVE;  FRANCONIA; 2020-01-10 @ 15:26:38",18964,"EMS: NAUSEA/VOMITING","SUMMIT ST & COLONIAL AVE","  FRANCONIA"," 2020-01-10 @ 15:26:38"," 2020-01-10 "," 15:26:38","EMS"," NAUSEA/VOMITING"
"3545",3545,"RIDGE PIKE & EVERGREEN RD; LIMERICK; 2020-01-10 @ 15:29:48",19464,"Traffic: VEHICLE ACCIDENT","RIDGE PIKE & EVERGREEN RD"," LIMERICK"," 2020-01-10 @ 15:29:48"," 2020-01-10 "," 15:29:48","Traffic"," VEHICLE ACCIDENT"
"3546",3546,"RIDGE PIKE & REGAL DR; PLYMOUTH; 2020-01-10 @ 15:29:10",NA,"Traffic: VEHICLE ACCIDENT","RIDGE PIKE & REGAL DR"," PLYMOUTH"," 2020-01-10 @ 15:29:10"," 2020-01-10 "," 15:29:10","Traffic"," VEHICLE ACCIDENT"
"3547",3547,"RIDGE PIKE & EVERGREEN RD; LIMERICK; 2020-01-10 @ 15:35:31",19464,"Fire: VEHICLE ACCIDENT","RIDGE PIKE & EVERGREEN RD"," LIMERICK"," 2020-01-10 @ 15:35:31"," 2020-01-10 "," 15:35:31","Fire"," VEHICLE ACCIDENT"
"3548",3548,"LANCASTER AVE & PROSPECT AVE;  LOWER MERION; 2020-01-10 @ 15:35:23",19010,"EMS: VEHICLE ACCIDENT","LANCASTER AVE & PROSPECT AVE","  LOWER MERION"," 2020-01-10 @ 15:35:23"," 2020-01-10 "," 15:35:23","EMS"," VEHICLE ACCIDENT"
"3549",3549,"COWPATH RD & LINE LEXINGTON RD; HATFIELD TOWNSHIP; 2020-01-10 @ 15:34:08",19440,"Fire: FIRE ALARM","COWPATH RD & LINE LEXINGTON RD"," HATFIELD TOWNSHIP"," 2020-01-10 @ 15:34:08"," 2020-01-10 "," 15:34:08","Fire"," FIRE ALARM"
"3550",3550,"LANCASTER AVE & PROSPECT AVE; LOWER MERION; 2020-01-10 @ 15:35:28",19010,"Traffic: VEHICLE ACCIDENT","LANCASTER AVE & PROSPECT AVE"," LOWER MERION"," 2020-01-10 @ 15:35:28"," 2020-01-10 "," 15:35:28","Traffic"," VEHICLE ACCIDENT"
"3551",3551,"LANCASTER AVE & S MERION AVE; LOWER MERION; 2020-01-10 @ 15:34:04",19010,"Traffic: VEHICLE ACCIDENT","LANCASTER AVE & S MERION AVE"," LOWER MERION"," 2020-01-10 @ 15:34:04"," 2020-01-10 "," 15:34:04","Traffic"," VEHICLE ACCIDENT"
"3552",3552,"RIDGE PIKE & EVERGREEN RD;  LIMERICK; 2020-01-10 @ 15:36:02",19464,"EMS: VEHICLE ACCIDENT","RIDGE PIKE & EVERGREEN RD","  LIMERICK"," 2020-01-10 @ 15:36:02"," 2020-01-10 "," 15:36:02","EMS"," VEHICLE ACCIDENT"
"3553",3553,"DAVISVILLE RD & EVERETT AVE; UPPER MORELAND; 2020-01-10 @ 15:39:55",19090,"Fire: FIRE ALARM","DAVISVILLE RD & EVERETT AVE"," UPPER MORELAND"," 2020-01-10 @ 15:39:55"," 2020-01-10 "," 15:39:55","Fire"," FIRE ALARM"
"3554",3554,"LANCASTER AVE & SUMMIT AVE;  HATBORO; 2020-01-10 @ 15:45:56",19040,"EMS: MEDICAL ALERT ALARM","LANCASTER AVE & SUMMIT AVE","  HATBORO"," 2020-01-10 @ 15:45:56"," 2020-01-10 "," 15:45:56","EMS"," MEDICAL ALERT ALARM"
"3555",3555,"RT422  & RAMP TOWNSHIP LINE RD TO RT422 EB; UPPER PROVIDENCE; 2020-01-10 @ 15:43:23",NA,"Traffic: DISABLED VEHICLE","RT422  & RAMP TOWNSHIP LINE RD TO RT422 EB"," UPPER PROVIDENCE"," 2020-01-10 @ 15:43:23"," 2020-01-10 "," 15:43:23","Traffic"," DISABLED VEHICLE"
"3556",3556,"W RIDGE PIKE & N LEWIS RD; LIMERICK; 2020-01-10 @ 15:45:54",19468,"Traffic: VEHICLE ACCIDENT","W RIDGE PIKE & N LEWIS RD"," LIMERICK"," 2020-01-10 @ 15:45:54"," 2020-01-10 "," 15:45:54","Traffic"," VEHICLE ACCIDENT"
"3557",3557,"MOKYCHIC RD & PRISON RD;  SKIPPACK; 2020-01-10 @ 15:49:35",19403,"EMS: OVERDOSE","MOKYCHIC RD & PRISON RD","  SKIPPACK"," 2020-01-10 @ 15:49:35"," 2020-01-10 "," 15:49:35","EMS"," OVERDOSE"
"3558",3558,"KRIEBEL MILL RD & GERMANTOWN PIKE;  WORCESTER; 2020-01-10 @ 15:50:18",19426,"EMS: RESPIRATORY EMERGENCY","KRIEBEL MILL RD & GERMANTOWN PIKE","  WORCESTER"," 2020-01-10 @ 15:50:18"," 2020-01-10 "," 15:50:18","EMS"," RESPIRATORY EMERGENCY"
"3559",3559,"STENTON AVE & S PAPER MILL RD; SPRINGFIELD; 2020-01-10 @ 15:48:01",19038,"Traffic: VEHICLE ACCIDENT","STENTON AVE & S PAPER MILL RD"," SPRINGFIELD"," 2020-01-10 @ 15:48:01"," 2020-01-10 "," 15:48:01","Traffic"," VEHICLE ACCIDENT"
"3560",3560,"MAIN ST & CLEMENS RD; LOWER SALFORD; 2020-01-10 @ 15:51:11",19438,"Traffic: VEHICLE ACCIDENT","MAIN ST & CLEMENS RD"," LOWER SALFORD"," 2020-01-10 @ 15:51:11"," 2020-01-10 "," 15:51:11","Traffic"," VEHICLE ACCIDENT"
"3561",3561,"VALLEY FORGE RD & GENERAL STEUBEN RD;  UPPER MERION; 2020-01-10 @ 15:55:15",19406,"EMS: GENERAL WEAKNESS","VALLEY FORGE RD & GENERAL STEUBEN RD","  UPPER MERION"," 2020-01-10 @ 15:55:15"," 2020-01-10 "," 15:55:15","EMS"," GENERAL WEAKNESS"
"3562",3562,"RIDGE PIKE & N TOWNSHIP LINE RD;  LIMERICK; 2020-01-10 @ 15:54:20",19468,"EMS: VEHICLE ACCIDENT","RIDGE PIKE & N TOWNSHIP LINE RD","  LIMERICK"," 2020-01-10 @ 15:54:20"," 2020-01-10 "," 15:54:20","EMS"," VEHICLE ACCIDENT"
"3563",3563,"RIDGE PIKE & N TOWNSHIP LINE RD; LIMERICK; 2020-01-10 @ 15:54:15",19468,"Fire: VEHICLE ACCIDENT","RIDGE PIKE & N TOWNSHIP LINE RD"," LIMERICK"," 2020-01-10 @ 15:54:15"," 2020-01-10 "," 15:54:15","Fire"," VEHICLE ACCIDENT"
"3564",3564,"JOLLY RD & GERMANTOWN PIKE;  PLYMOUTH; 2020-01-10 @ 15:51:52",19462,"EMS: RESPIRATORY EMERGENCY","JOLLY RD & GERMANTOWN PIKE","  PLYMOUTH"," 2020-01-10 @ 15:51:52"," 2020-01-10 "," 15:51:52","EMS"," RESPIRATORY EMERGENCY"
"3565",3565,"RIDGE PIKE & N TOWNSHIP LINE RD; LIMERICK; 2020-01-10 @ 15:53:57",19468,"Traffic: VEHICLE ACCIDENT","RIDGE PIKE & N TOWNSHIP LINE RD"," LIMERICK"," 2020-01-10 @ 15:53:57"," 2020-01-10 "," 15:53:57","Traffic"," VEHICLE ACCIDENT"
"3566",3566,"TROOPER RD & TURN LANE; WEST NORRITON; 2020-01-10 @ 15:52:42",NA,"Traffic: VEHICLE ACCIDENT","TROOPER RD & TURN LANE"," WEST NORRITON"," 2020-01-10 @ 15:52:42"," 2020-01-10 "," 15:52:42","Traffic"," VEHICLE ACCIDENT"
"3567",3567,"SAMPSON AVE & PATTERSON AVE; UPPER MORELAND; 2020-01-10 @ 15:51:41",19090,"Traffic: VEHICLE ACCIDENT","SAMPSON AVE & PATTERSON AVE"," UPPER MORELAND"," 2020-01-10 @ 15:51:41"," 2020-01-10 "," 15:51:41","Traffic"," VEHICLE ACCIDENT"
"3568",3568,"MAIN ST & JEFFERSON AVE;  WEST NORRITON; 2020-01-10 @ 15:57:30",19403,"EMS: CARDIAC EMERGENCY","MAIN ST & JEFFERSON AVE","  WEST NORRITON"," 2020-01-10 @ 15:57:30"," 2020-01-10 "," 15:57:30","EMS"," CARDIAC EMERGENCY"
"3569",3569,"DAVISVILLE RD & MORELAND RD; ABINGTON; 2020-01-10 @ 15:57:51",19090,"Traffic: VEHICLE ACCIDENT","DAVISVILLE RD & MORELAND RD"," ABINGTON"," 2020-01-10 @ 15:57:51"," 2020-01-10 "," 15:57:51","Traffic"," VEHICLE ACCIDENT"
"3570",3570,"KENNY RD & OAKCREST RD; LOWER POTTSGROVE; 2020-01-10 @ 16:05:06",19464,"Fire: FIRE ALARM","KENNY RD & OAKCREST RD"," LOWER POTTSGROVE"," 2020-01-10 @ 16:05:06"," 2020-01-10 "," 16:05:06","Fire"," FIRE ALARM"
"3571",3571,"VALLEY FORGE PARK RD & VALLEY CREEK RD; UPPER MERION; 2020-01-10 @ 16:00:13",19087,"Traffic: DISABLED VEHICLE","VALLEY FORGE PARK RD & VALLEY CREEK RD"," UPPER MERION"," 2020-01-10 @ 16:00:13"," 2020-01-10 "," 16:00:13","Traffic"," DISABLED VEHICLE"
"3572",3572,"VALLEY FORGE PARK RD & VALLEY CREEK RD; UPPER MERION; 2020-01-10 @ 16:00:23",19087,"Traffic: DISABLED VEHICLE","VALLEY FORGE PARK RD & VALLEY CREEK RD"," UPPER MERION"," 2020-01-10 @ 16:00:23"," 2020-01-10 "," 16:00:23","Traffic"," DISABLED VEHICLE"
"3573",3573,"MOONFLOWER RD & OAK HILL DR;  HORSHAM; 2020-01-10 @ 16:07:03",19040,"EMS: ALTERED MENTAL STATUS","MOONFLOWER RD & OAK HILL DR","  HORSHAM"," 2020-01-10 @ 16:07:03"," 2020-01-10 "," 16:07:03","EMS"," ALTERED MENTAL STATUS"
"3574",3574,"SCHUYLKILL EXPY & RAMP S GULPH RD TO I76 WB; UPPER MERION; 2020-01-10 @ 16:09:26",NA,"Traffic: VEHICLE ACCIDENT","SCHUYLKILL EXPY & RAMP S GULPH RD TO I76 WB"," UPPER MERION"," 2020-01-10 @ 16:09:26"," 2020-01-10 "," 16:09:26","Traffic"," VEHICLE ACCIDENT"
