"","desc","zip","title","address","towns","dt"
"573","BROAD ST & MUNICIPAL DR;  LOWER SALFORD; 2020-01-02 @ 16:34:21",NA,"EMS: BACK PAINS/INJURY","BROAD ST & MUNICIPAL DR","  LOWER SALFORD"," 2020-01-02 @ 16:34:21"
"574","SHOEMAKER RD & CONNECTING ROAD;  POTTSTOWN; 2020-01-02 @ 16:31:23",18074,"EMS: CARDIAC EMERGENCY","SHOEMAKER RD & CONNECTING ROAD","  POTTSTOWN"," 2020-01-02 @ 16:31:23"
"575","PARKVIEW DR & BETZWOOD DR;  WEST NORRITON; 2020-01-02 @ 16:32:51",19403,"EMS: GENERAL WEAKNESS","PARKVIEW DR & BETZWOOD DR","  WEST NORRITON"," 2020-01-02 @ 16:32:51"
"576","DEKALB PIKE & COLONIAL DR;  EAST NORRITON; 2020-01-02 @ 16:37:18",19401,"EMS: FALL VICTIM","DEKALB PIKE & COLONIAL DR","  EAST NORRITON"," 2020-01-02 @ 16:37:18"
"577","WALNUT ST & N ADAMS ST;  POTTSTOWN; 2020-01-02 @ 16:37:57",19464,"EMS: NAUSEA/VOMITING","WALNUT ST & N ADAMS ST","  POTTSTOWN"," 2020-01-02 @ 16:37:57"
"578","POWELL ST & E FORNANCE ST;  NORRISTOWN; 2020-01-02 @ 16:40:22",19401,"EMS: RESPIRATORY EMERGENCY","POWELL ST & E FORNANCE ST","  NORRISTOWN"," 2020-01-02 @ 16:40:22"
"579","BLAIR MILL RD & CARRELL LN;  UPPER MORELAND; 2020-01-02 @ 16:39:27",19090,"EMS: UNKNOWN MEDICAL EMERGENCY","BLAIR MILL RD & CARRELL LN","  UPPER MORELAND"," 2020-01-02 @ 16:39:27"
"580","LANCASTER AVE & TENMORE RD;  LOWER MERION; 2020-01-02 @ 16:46:54",19041,"EMS: VEHICLE ACCIDENT","LANCASTER AVE & TENMORE RD","  LOWER MERION"," 2020-01-02 @ 16:46:54"
"581","LANCASTER AVE & TENMORE RD; LOWER MERION; 2020-01-02 @ 16:46:59",19041,"Traffic: VEHICLE ACCIDENT","LANCASTER AVE & TENMORE RD"," LOWER MERION"," 2020-01-02 @ 16:46:59"
"582","GREEN ST & E PENN ST; NORRISTOWN; 2020-01-02 @ 16:52:29",19401,"Traffic: VEHICLE ACCIDENT","GREEN ST & E PENN ST"," NORRISTOWN"," 2020-01-02 @ 16:52:29"
"583","BERKS ST & E VINE ST; WEST POTTSGROVE; 2020-01-02 @ 16:52:37",19464,"Fire: BUILDING FIRE","BERKS ST & E VINE ST"," WEST POTTSGROVE"," 2020-01-02 @ 16:52:37"
"584","1ST AVE & N GULPH RD; UPPER MERION; 2020-01-02 @ 16:55:12",19087,"Traffic: ROAD OBSTRUCTION","1ST AVE & N GULPH RD"," UPPER MERION"," 2020-01-02 @ 16:55:12"
"585","TWIN SILO DR & MORRIS RD;  WHITPAIN; 2020-01-02 @ 16:57:55",19422,"EMS: HEAD INJURY","TWIN SILO DR & MORRIS RD","  WHITPAIN"," 2020-01-02 @ 16:57:55"
"586","GODDARD BLVD & VALLEY GREEN LN;  UPPER MERION; 2020-01-02 @ 16:59:45",19406,"EMS: SEIZURES","GODDARD BLVD & VALLEY GREEN LN","  UPPER MERION"," 2020-01-02 @ 16:59:45"
"587","DREW CT & E CHURCH RD;  UPPER MERION; 2020-01-02 @ 17:00:25",19406,"EMS: SUBJECT IN PAIN","DREW CT & E CHURCH RD","  UPPER MERION"," 2020-01-02 @ 17:00:25"
"588","NORRISTOWN RD;  LOWER GWYNEDD; 2020-01-02 @ 16:58:36",19002,"EMS: VEHICLE ACCIDENT","NORRISTOWN RD","  LOWER GWYNEDD"," 2020-01-02 @ 16:58:36"
"589","LAWNTON RD & DEKALB PIKE; EAST NORRITON; 2020-01-02 @ 17:00:14",19401,"Traffic: DISABLED VEHICLE","LAWNTON RD & DEKALB PIKE"," EAST NORRITON"," 2020-01-02 @ 17:00:14"
"590","DRESHER RD & WITMER RD; HORSHAM; 2020-01-02 @ 16:56:54",19044,"Traffic: VEHICLE ACCIDENT","DRESHER RD & WITMER RD"," HORSHAM"," 2020-01-02 @ 16:56:54"
"591","NORRISTOWN RD & RADCLIFF LN; LOWER GWYNEDD; 2020-01-02 @ 17:01:03",19002,"Traffic: VEHICLE ACCIDENT","NORRISTOWN RD & RADCLIFF LN"," LOWER GWYNEDD"," 2020-01-02 @ 17:01:03"
"592","HOME RD & DEAD END;  HORSHAM; 2020-01-02 @ 17:05:34",NA,"EMS: ALTERED MENTAL STATUS","HOME RD & DEAD END","  HORSHAM"," 2020-01-02 @ 17:05:34"
"593","FITZWATERTOWN RD & BARTRAM RD;  UPPER MORELAND; 2020-01-02 @ 17:02:13",19090,"EMS: OVERDOSE","FITZWATERTOWN RD & BARTRAM RD","  UPPER MORELAND"," 2020-01-02 @ 17:02:13"
"594","PENNSYLVANIA TPKE & RAMP RT611 TO I276 EB; UPPER MORELAND; 2020-01-02 @ 17:01:38",NA,"Traffic: VEHICLE ACCIDENT","PENNSYLVANIA TPKE & RAMP RT611 TO I276 EB"," UPPER MORELAND"," 2020-01-02 @ 17:01:38"
"595","HARLEYSVILLE PIKE & CREST AVE;  FRANCONIA; 2020-01-02 @ 17:06:09",18964,"EMS: BACK PAINS/INJURY","HARLEYSVILLE PIKE & CREST AVE","  FRANCONIA"," 2020-01-02 @ 17:06:09"
"596","DRESHER RD & WITMER RD; HORSHAM; 2020-01-02 @ 17:07:02",19044,"Fire: FIRE INVESTIGATION","DRESHER RD & WITMER RD"," HORSHAM"," 2020-01-02 @ 17:07:02"
"597","MAIN ST & W 3RD AVE; TRAPPE; 2020-01-02 @ 17:06:16",19426,"Traffic: VEHICLE ACCIDENT","MAIN ST & W 3RD AVE"," TRAPPE"," 2020-01-02 @ 17:06:16"
"598","ST ASAPHS RD;  LOWER MERION; 2020-01-02 @ 17:08:40",19004,"EMS: VEHICLE ACCIDENT","ST ASAPHS RD","  LOWER MERION"," 2020-01-02 @ 17:08:40"
"599","ST ASAPHS RD & BELMONT AVE; LOWER MERION; 2020-01-02 @ 17:08:33",19004,"Traffic: VEHICLE ACCIDENT","ST ASAPHS RD & BELMONT AVE"," LOWER MERION"," 2020-01-02 @ 17:08:33"
"600","BRIDGE RD & SERENDIPITY WAY;  SKIPPACK; 2020-01-02 @ 17:11:25",19473,"EMS: EMS SPECIAL SERVICE","BRIDGE RD & SERENDIPITY WAY","  SKIPPACK"," 2020-01-02 @ 17:11:25"
"601","NORRISTOWN RD & RADCLIFF LN; LOWER GWYNEDD; 2020-01-02 @ 17:18:20",19002,"Traffic: VEHICLE ACCIDENT","NORRISTOWN RD & RADCLIFF LN"," LOWER GWYNEDD"," 2020-01-02 @ 17:18:20"
"602","WOODLAND DR & W WOODLAND DR;  LOWER POTTSGROVE; 2020-01-02 @ 17:20:53",19464,"EMS: CVA/STROKE","WOODLAND DR & W WOODLAND DR","  LOWER POTTSGROVE"," 2020-01-02 @ 17:20:53"
"603","EDGE HILL RD & OLD WELSH RD; ABINGTON; 2020-01-02 @ 17:20:37",19001,"Traffic: DISABLED VEHICLE","EDGE HILL RD & OLD WELSH RD"," ABINGTON"," 2020-01-02 @ 17:20:37"
"604","SUMMIT AVE & CEDAR ST;  JENKINTOWN; 2020-01-02 @ 17:22:29",19046,"EMS: HEAD INJURY","SUMMIT AVE & CEDAR ST","  JENKINTOWN"," 2020-01-02 @ 17:22:29"
"605","BLUEROUTE  & RAMP I476 SB TO I76; WEST CONSHOHOCKEN; 2020-01-02 @ 17:21:58",NA,"Traffic: DISABLED VEHICLE","BLUEROUTE  & RAMP I476 SB TO I76"," WEST CONSHOHOCKEN"," 2020-01-02 @ 17:21:58"
"606","HAVERFORD RD & REMINGTON RD; LOWER MERION; 2020-01-02 @ 17:29:43",19096,"Traffic: VEHICLE ACCIDENT","HAVERFORD RD & REMINGTON RD"," LOWER MERION"," 2020-01-02 @ 17:29:43"
"607","DEKALB PIKE & SUMNEYTOWN PIKE; LOWER GWYNEDD; 2020-01-02 @ 17:35:16",19002,"Fire: CARBON MONOXIDE DETECTOR","DEKALB PIKE & SUMNEYTOWN PIKE"," LOWER GWYNEDD"," 2020-01-02 @ 17:35:16"
"608","REMINGTON RD & HAVERFORD RD; LOWER MERION; 2020-01-02 @ 17:29:43",19096,"Traffic: VEHICLE ACCIDENT","REMINGTON RD & HAVERFORD RD"," LOWER MERION"," 2020-01-02 @ 17:29:43"
"609","PENN ST & CHERRY ST;  NORRISTOWN; 2020-01-02 @ 17:37:12",19401,"EMS: MATERNITY","PENN ST & CHERRY ST","  NORRISTOWN"," 2020-01-02 @ 17:37:12"
"610","MATSONS FORD RD & S COUNTY LINE RD; LOWER MERION; 2020-01-02 @ 17:39:43",19010,"Traffic: DISABLED VEHICLE","MATSONS FORD RD & S COUNTY LINE RD"," LOWER MERION"," 2020-01-02 @ 17:39:43"
"611","W COUNTY LINE RD; HORSHAM; 2020-01-02 @ 17:41:27",NA,"Fire: FIRE ALARM","W COUNTY LINE RD"," HORSHAM"," 2020-01-02 @ 17:41:27"
"612","VALLEY FORGE CIR & OLD VALLEY FORGE RD;  UPPER MERION; 2020-01-02 @ 17:45:37",19406,"EMS: RESPIRATORY EMERGENCY","VALLEY FORGE CIR & OLD VALLEY FORGE RD","  UPPER MERION"," 2020-01-02 @ 17:45:37"
"613","RADNOR VALLEY DR & DEAD END; DELAWARE COUNTY; 2020-01-02 @ 17:42:15",19085,"Fire: CARBON MONOXIDE DETECTOR","RADNOR VALLEY DR & DEAD END"," DELAWARE COUNTY"," 2020-01-02 @ 17:42:15"
"614","EDGLEY AVE & CROSS RD; ABINGTON; 2020-01-02 @ 17:44:20",19038,"Traffic: VEHICLE ACCIDENT","EDGLEY AVE & CROSS RD"," ABINGTON"," 2020-01-02 @ 17:44:20"
"615","N LEWIS RD & COUNTRY CLUB RD; LIMERICK; 2020-01-02 @ 17:50:42",19468,"Traffic: VEHICLE ACCIDENT","N LEWIS RD & COUNTRY CLUB RD"," LIMERICK"," 2020-01-02 @ 17:50:42"
"616","MATSONS FORD RD & S COUNTY LINE RD; LOWER MERION; 2020-01-02 @ 17:51:51",19010,"Traffic: DISABLED VEHICLE","MATSONS FORD RD & S COUNTY LINE RD"," LOWER MERION"," 2020-01-02 @ 17:51:51"
"617","POLK RD & PIERCE RD;  EAST NORRITON; 2020-01-02 @ 17:55:48",19403,"EMS: UNCONSCIOUS SUBJECT","POLK RD & PIERCE RD","  EAST NORRITON"," 2020-01-02 @ 17:55:48"
"618","EGYPT RD & PAGE LN; UPPER PROVIDENCE; 2020-01-02 @ 17:55:28",19460,"Traffic: VEHICLE ACCIDENT","EGYPT RD & PAGE LN"," UPPER PROVIDENCE"," 2020-01-02 @ 17:55:28"
"619","N BETHLEHEM PIKE & W WELSH RD; LOWER GWYNEDD; 2020-01-02 @ 17:52:45",19454,"Traffic: VEHICLE ACCIDENT","N BETHLEHEM PIKE & W WELSH RD"," LOWER GWYNEDD"," 2020-01-02 @ 17:52:45"
"620","S COUNTY LINE RD & MEADOWCROFT RD; UPPER MERION; 2020-01-02 @ 17:39:43",19087,"Traffic: DISABLED VEHICLE","S COUNTY LINE RD & MEADOWCROFT RD"," UPPER MERION"," 2020-01-02 @ 17:39:43"
"621","S COUNTY LINE RD & MEADOWCROFT RD; UPPER MERION; 2020-01-02 @ 17:51:51",19087,"Traffic: DISABLED VEHICLE","S COUNTY LINE RD & MEADOWCROFT RD"," UPPER MERION"," 2020-01-02 @ 17:51:51"
"622","SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; 2020-01-02 @ 17:59:19",19403,"EMS: MEDICAL ALERT ALARM","SHANNONDELL DR & SHANNONDELL BLVD","  LOWER PROVIDENCE"," 2020-01-02 @ 17:59:19"
"623","DAVISVILLE RD & MORELAND RD; ABINGTON; 2020-01-02 @ 17:57:55",19090,"Traffic: VEHICLE ACCIDENT","DAVISVILLE RD & MORELAND RD"," ABINGTON"," 2020-01-02 @ 17:57:55"
"624","DAVISVILLE RD & MORELAND RD; ABINGTON; 2020-01-02 @ 18:03:14",19090,"Traffic: VEHICLE ACCIDENT","DAVISVILLE RD & MORELAND RD"," ABINGTON"," 2020-01-02 @ 18:03:14"
"625","STANBRIDGE ST & DOGWOOD LN;  EAST NORRITON; 2020-01-02 @ 18:02:03",19401,"EMS: GENERAL WEAKNESS","STANBRIDGE ST & DOGWOOD LN","  EAST NORRITON"," 2020-01-02 @ 18:02:03"
"626","CEPP RD & SUSANS LN; LOWER FREDERICK; 2020-01-02 @ 18:02:28",18074,"Fire: FIRE ALARM","CEPP RD & SUSANS LN"," LOWER FREDERICK"," 2020-01-02 @ 18:02:28"
"627","MORELAND RD AND DAVISVILLE RD; UPPER MORELAND; 2020-01-02 @ 17:57:55",19090,"Traffic: VEHICLE ACCIDENT","MORELAND RD & DAVISVILLE RD"," UPPER MORELAND"," 2020-01-02 @ 17:57:55"
"628","MORELAND RD & DAVISVILLE RD; UPPER MORELAND; 2020-01-02 @ 18:03:14",19090,"Traffic: VEHICLE ACCIDENT","MORELAND RD & DAVISVILLE RD"," UPPER MORELAND"," 2020-01-02 @ 18:03:14"
"629","GERMANTOWN PIKE & BRIDLE PATH RD;  EAST NORRITON; 2020-01-02 @ 18:06:28",19403,"EMS: CARDIAC EMERGENCY","GERMANTOWN PIKE & BRIDLE PATH RD","  EAST NORRITON"," 2020-01-02 @ 18:06:28"
"630","WYNNEWOOD RD & WILLIAMS RD; LOWER MERION; 2020-01-02 @ 18:13:12",19096,"Fire: FIRE ALARM","WYNNEWOOD RD & WILLIAMS RD"," LOWER MERION"," 2020-01-02 @ 18:13:12"
"631","BRUNER CIR & MORRIS RD;  WORCESTER; 2020-01-02 @ 18:12:05",NA,"EMS: BACK PAINS/INJURY","BRUNER CIR & MORRIS RD","  WORCESTER"," 2020-01-02 @ 18:12:05"
"632","PENNSYLVANIA TPKE & SERVICE ROAD; PLYMOUTH; 2020-01-02 @ 18:11:26",19462,"Traffic: DISABLED VEHICLE","PENNSYLVANIA TPKE & SERVICE ROAD"," PLYMOUTH"," 2020-01-02 @ 18:11:26"
"633","DEKALB PIKE & SWEDE RD;  WHITPAIN; 2020-01-02 @ 18:17:50",19422,"EMS: CARDIAC EMERGENCY","DEKALB PIKE & SWEDE RD","  WHITPAIN"," 2020-01-02 @ 18:17:50"
"634","EASTON RD & GREENWOOD AVE;  CHELTENHAM; 2020-01-02 @ 18:22:28",19095,"EMS: DIZZINESS","EASTON RD & GREENWOOD AVE","  CHELTENHAM"," 2020-01-02 @ 18:22:28"
"635","CAMP HILL RD & OFFICE CENTER DR;  UPPER DUBLIN; 2020-01-02 @ 18:28:56",19034,"EMS: RESPIRATORY EMERGENCY","CAMP HILL RD & OFFICE CENTER DR","  UPPER DUBLIN"," 2020-01-02 @ 18:28:56"
"636","EGYPT RD & EDEN BLVD; UPPER PROVIDENCE; 2020-01-02 @ 17:55:28",19460,"Traffic: VEHICLE ACCIDENT","EGYPT RD & EDEN BLVD"," UPPER PROVIDENCE"," 2020-01-02 @ 17:55:28"
"637","LAWNTON RD & BARTRAM RD;  UPPER MORELAND; 2020-01-02 @ 18:40:30",19090,"EMS: CARDIAC EMERGENCY","LAWNTON RD & BARTRAM RD","  UPPER MORELAND"," 2020-01-02 @ 18:40:30"
"638","N WARMINSTER RD & NEWTON RD; HATBORO; 2020-01-02 @ 18:39:58",19040,"Traffic: DISABLED VEHICLE","N WARMINSTER RD & NEWTON RD"," HATBORO"," 2020-01-02 @ 18:39:58"
"639","AMY CT & GENERAL HANCOCK BLVD;  MONTGOMERY; 2020-01-02 @ 18:45:37",19454,"EMS: FALL VICTIM","AMY CT & GENERAL HANCOCK BLVD","  MONTGOMERY"," 2020-01-02 @ 18:45:37"
"640","PENROSE AVE & BEECH AVE; CHELTENHAM; 2020-01-02 @ 18:50:13",19027,"Fire: APPLIANCE FIRE","PENROSE AVE & BEECH AVE"," CHELTENHAM"," 2020-01-02 @ 18:50:13"
"641","ALISON RD & BLAIR MILL RD; HORSHAM; 2020-01-02 @ 18:47:26",19044,"Traffic: VEHICLE ACCIDENT","ALISON RD & BLAIR MILL RD"," HORSHAM"," 2020-01-02 @ 18:47:26"
"642","SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; 2020-01-02 @ 18:54:05",19403,"EMS: FALL VICTIM","SHANNONDELL DR & SHANNONDELL BLVD","  LOWER PROVIDENCE"," 2020-01-02 @ 18:54:05"
"643","VALLEY FORGE CIR & OLD VALLEY FORGE RD;  UPPER MERION; 2020-01-02 @ 18:58:23",19406,"EMS: FALL VICTIM","VALLEY FORGE CIR & OLD VALLEY FORGE RD","  UPPER MERION"," 2020-01-02 @ 18:58:23"
"644","GYPSY HILL RD & BRUSHTOWN RD; LOWER GWYNEDD; 2020-01-02 @ 18:59:20",19002,"Fire: FIRE INVESTIGATION","GYPSY HILL RD & BRUSHTOWN RD"," LOWER GWYNEDD"," 2020-01-02 @ 18:59:20"
"645","GERMANTOWN PIKE & DEKALB PIKE; EAST NORRITON; 2020-01-02 @ 19:00:31",19401,"Traffic: DISABLED VEHICLE","GERMANTOWN PIKE & DEKALB PIKE"," EAST NORRITON"," 2020-01-02 @ 19:00:31"
"646","WARMINSTER RD & PERSHING AVE; HATBORO; 2020-01-02 @ 18:39:58",19040,"Traffic: DISABLED VEHICLE","WARMINSTER RD & PERSHING AVE"," HATBORO"," 2020-01-02 @ 18:39:58"
"647","SOMERSET CT & CLAREMONT DR;  MONTGOMERY; 2020-01-02 @ 19:04:55",19446,"EMS: SEIZURES","SOMERSET CT & CLAREMONT DR","  MONTGOMERY"," 2020-01-02 @ 19:04:55"
"648","MYRTLE AVE & DEAD END; CHELTENHAM; 2020-01-02 @ 19:05:43",19012,"Traffic: ROAD OBSTRUCTION","MYRTLE AVE & DEAD END"," CHELTENHAM"," 2020-01-02 @ 19:05:43"
"649","HILLVIEW DR & REGENCY HILLS DR;  UPPER PROVIDENCE; 2020-01-02 @ 19:10:35",19426,"EMS: NAUSEA/VOMITING","HILLVIEW DR & REGENCY HILLS DR","  UPPER PROVIDENCE"," 2020-01-02 @ 19:10:35"
"650","NORRISTOWN RD & RADCLIFF LN;  LOWER GWYNEDD; 2020-01-02 @ 19:16:34",19002,"EMS: FALL VICTIM","NORRISTOWN RD & RADCLIFF LN","  LOWER GWYNEDD"," 2020-01-02 @ 19:16:34"
"651","GULPH RD & KIRK AVE;  UPPER MERION; 2020-01-02 @ 19:17:40",19406,"EMS: SYNCOPAL EPISODE","GULPH RD & KIRK AVE","  UPPER MERION"," 2020-01-02 @ 19:17:40"
"652","MILITIA HILL RD & JOSHUA RD; WHITEMARSH; 2020-01-02 @ 19:16:53",19034,"Traffic: DISABLED VEHICLE","MILITIA HILL RD & JOSHUA RD"," WHITEMARSH"," 2020-01-02 @ 19:16:53"
"653","CLEARFIELD AVE & OAKDALE AVE; LOWER PROVIDENCE; 2020-01-02 @ 19:23:01",19403,"Traffic: VEHICLE ACCIDENT","CLEARFIELD AVE & OAKDALE AVE"," LOWER PROVIDENCE"," 2020-01-02 @ 19:23:01"
"654","THE FAIRWAY  & RYDAL RD;  ABINGTON; 2020-01-02 @ 19:31:22",19046,"EMS: ABDOMINAL PAINS","THE FAIRWAY  & RYDAL RD","  ABINGTON"," 2020-01-02 @ 19:31:22"
"655","FAUST RD & WAGNER RD; NEW HANOVER; 2020-01-02 @ 19:36:30",19525,"Fire: GASODOR/LEAK","FAUST RD & WAGNER RD"," NEW HANOVER"," 2020-01-02 @ 19:36:30"
"656","SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; 2020-01-02 @ 19:37:45",19403,"EMS: FALL VICTIM","SHANNONDELL DR & SHANNONDELL BLVD","  LOWER PROVIDENCE"," 2020-01-02 @ 19:37:45"
"657","KINGWOOD RD & DEAD END;  UPPER MERION; 2020-01-02 @ 19:40:00",NA,"EMS: HEAD INJURY","KINGWOOD RD & DEAD END","  UPPER MERION"," 2020-01-02 @ 19:40:00"
"658","DEKALB PIKE & BLUE BELL SPRINGS DR;  WHITPAIN; 2020-01-02 @ 19:38:26",19422,"EMS: LACERATIONS","DEKALB PIKE & BLUE BELL SPRINGS DR","  WHITPAIN"," 2020-01-02 @ 19:38:26"
"659","W WELSH RD & LOWER STATE RD; LOWER GWYNEDD; 2020-01-02 @ 19:38:08",19002,"Traffic: VEHICLE ACCIDENT","W WELSH RD & LOWER STATE RD"," LOWER GWYNEDD"," 2020-01-02 @ 19:38:08"
"660","W WELSH RD & LOWER STATE RD; LOWER GWYNEDD; 2020-01-02 @ 19:39:33",19002,"Traffic: VEHICLE ACCIDENT","W WELSH RD & LOWER STATE RD"," LOWER GWYNEDD"," 2020-01-02 @ 19:39:33"
"661","RT422  & RAMP RT422 WB TO RT23;  UPPER MERION; 2020-01-02 @ 19:44:33",NA,"EMS: UNKNOWN MEDICAL EMERGENCY","RT422  & RAMP RT422 WB TO RT23","  UPPER MERION"," 2020-01-02 @ 19:44:33"
"662","SUMMIT ST & COLONIAL AVE;  FRANCONIA; 2020-01-02 @ 19:43:59",18964,"EMS: CARDIAC EMERGENCY","SUMMIT ST & COLONIAL AVE","  FRANCONIA"," 2020-01-02 @ 19:43:59"
"663","MONTGOMERY AVE & WOODSIDE RD;  LOWER MERION; 2020-01-02 @ 19:45:35",19041,"EMS: NAUSEA/VOMITING","MONTGOMERY AVE & WOODSIDE RD","  LOWER MERION"," 2020-01-02 @ 19:45:35"
"664","MORELAND RD & EASTON RD;  ABINGTON; 2020-01-02 @ 19:42:44",19090,"EMS: DIABETIC EMERGENCY","MORELAND RD & EASTON RD","  ABINGTON"," 2020-01-02 @ 19:42:44"
"665","SCENIC VIEW DR AND CREEKWOOD DR;  SKIPPACK; 2020-01-02 @ 19:43:18",19473,"EMS: SUBJECT IN PAIN","SCENIC VIEW DR & CREEKWOOD DR","  SKIPPACK"," 2020-01-02 @ 19:43:18"
"666","GRAVEL PIKE & SNYDER RD;  MARLBOROUGH; 2020-01-02 @ 19:46:06",18054,"EMS: ABDOMINAL PAINS","GRAVEL PIKE & SNYDER RD","  MARLBOROUGH"," 2020-01-02 @ 19:46:06"
"667","NORRISTOWN RD & MCKEAN RD; LOWER GWYNEDD; 2020-01-02 @ 20:00:35",19002,"Traffic: VEHICLE ACCIDENT","NORRISTOWN RD & MCKEAN RD"," LOWER GWYNEDD"," 2020-01-02 @ 20:00:35"
"668","HIGH ST & ARMAND HAMMER BLVD;  POTTSTOWN; 2020-01-02 @ 20:15:29",19464,"EMS: CVA/STROKE","HIGH ST & ARMAND HAMMER BLVD","  POTTSTOWN"," 2020-01-02 @ 20:15:29"
"669","JACKSON DR & HAIN DR;  WHITEMARSH; 2020-01-02 @ 20:13:28",19444,"EMS: MEDICAL ALERT ALARM","JACKSON DR & HAIN DR","  WHITEMARSH"," 2020-01-02 @ 20:13:28"
"670","BLACK ROCK RD & S TRAPPE RD;  UPPER PROVIDENCE; 2020-01-02 @ 20:12:18",19468,"EMS: SUBJECT IN PAIN","BLACK ROCK RD & S TRAPPE RD","  UPPER PROVIDENCE"," 2020-01-02 @ 20:12:18"
"671","VILLAGE GREEN DR & BARTMAN AVE;  DOUGLASS; 2020-01-02 @ 20:20:10",19525,"EMS: RESPIRATORY EMERGENCY","VILLAGE GREEN DR & BARTMAN AVE","  DOUGLASS"," 2020-01-02 @ 20:20:10"
"672","MAIN ST & HIGHLAND RD; LANSDALE; 2020-01-02 @ 20:19:14",19446,"Fire: GASODOR/LEAK","MAIN ST & HIGHLAND RD"," LANSDALE"," 2020-01-02 @ 20:19:14"
"673","MAIN ST & BARBADOES ST;  NORRISTOWN; 2020-01-02 @ 20:24:01",19401,"EMS: CARDIAC EMERGENCY","MAIN ST & BARBADOES ST","  NORRISTOWN"," 2020-01-02 @ 20:24:01"
"674","SHOEMAKER RD & CONNECTING ROAD;  POTTSTOWN; 2020-01-02 @ 20:32:41",18074,"EMS: CVA/STROKE","SHOEMAKER RD & CONNECTING ROAD","  POTTSTOWN"," 2020-01-02 @ 20:32:41"
"675","VALLEY FORGE RD & MCAULIFFE LN;  UPPER GWYNEDD; 2020-01-02 @ 20:38:27",19446,"EMS: HEMORRHAGING","VALLEY FORGE RD & MCAULIFFE LN","  UPPER GWYNEDD"," 2020-01-02 @ 20:38:27"
"676","VALLEY RD & OAK AVE;  CHELTENHAM; 2020-01-02 @ 20:36:25",19027,"EMS: OVERDOSE","VALLEY RD & OAK AVE","  CHELTENHAM"," 2020-01-02 @ 20:36:25"
"677","RT309 EXPY & RAMP PAPER MILL RD TO RT309 NB;  SPRINGFIELD; 2020-01-02 @ 20:48:55",NA,"EMS: OVERDOSE","RT309 EXPY & RAMP PAPER MILL RD TO RT309 NB","  SPRINGFIELD"," 2020-01-02 @ 20:48:55"
"678","GUM PL & JASON DR;  UPPER MORELAND; 2020-01-02 @ 20:48:07",19006,"EMS: CHOKING","GUM PL & JASON DR","  UPPER MORELAND"," 2020-01-02 @ 20:48:07"
"679","MONTGOMERY AVE & E 5TH ST;  DOUGLASS; 2020-01-02 @ 20:51:07",19512,"EMS: CARDIAC EMERGENCY","MONTGOMERY AVE & E 5TH ST","  DOUGLASS"," 2020-01-02 @ 20:51:07"
"680","GULPH RD & MALL BLVD; UPPER MERION; 2020-01-02 @ 20:51:12",19406,"Traffic: VEHICLE ACCIDENT","GULPH RD & MALL BLVD"," UPPER MERION"," 2020-01-02 @ 20:51:12"
"681","COLLEGEVILLE RD & ARCOLA RD;  UPPER PROVIDENCE; 2020-01-02 @ 20:56:03",19426,"EMS: CARDIAC EMERGENCY","COLLEGEVILLE RD & ARCOLA RD","  UPPER PROVIDENCE"," 2020-01-02 @ 20:56:03"
"682","VALLEY FORGE CIR & OLD VALLEY FORGE RD;  UPPER MERION; 2020-01-02 @ 21:09:44",19406,"EMS: FALL VICTIM","VALLEY FORGE CIR & OLD VALLEY FORGE RD","  UPPER MERION"," 2020-01-02 @ 21:09:44"
"683","JAMES ST & NOBLE ST;  NORRISTOWN; 2020-01-02 @ 21:07:05",19401,"EMS: RESPIRATORY EMERGENCY","JAMES ST & NOBLE ST","  NORRISTOWN"," 2020-01-02 @ 21:07:05"
"684","GERMANTOWN PIKE & LAUNFALL RD;  PLYMOUTH; 2020-01-02 @ 21:15:07",19462,"EMS: CARDIAC EMERGENCY","GERMANTOWN PIKE & LAUNFALL RD","  PLYMOUTH"," 2020-01-02 @ 21:15:07"
"685","CAMBRIDGE CT & GATEWAY DR;  FRANCONIA; 2020-01-02 @ 21:24:10",18964,"EMS: SUBJECT IN PAIN","CAMBRIDGE CT & GATEWAY DR","  FRANCONIA"," 2020-01-02 @ 21:24:10"
"686","HORSHAM RD & GREEN TREE TAVERN RD;  HORSHAM; 2020-01-02 @ 21:23:26",19454,"EMS: UNKNOWN MEDICAL EMERGENCY","HORSHAM RD & GREEN TREE TAVERN RD","  HORSHAM"," 2020-01-02 @ 21:23:26"
"687","BEECH AVE & OLD YORK RD; CHELTENHAM; 2020-01-02 @ 21:21:56",19027,"Traffic: VEHICLE ACCIDENT","BEECH AVE & OLD YORK RD"," CHELTENHAM"," 2020-01-02 @ 21:21:56"
"688","ARCH ST;  ROYERSFORD; 2020-01-02 @ 21:26:53",NA,"EMS: UNKNOWN MEDICAL EMERGENCY","ARCH ST","  ROYERSFORD"," 2020-01-02 @ 21:26:53"
"689","WEADLEY RD & S GULPH RD; UPPER MERION; 2020-01-02 @ 21:26:53",19406,"Traffic: VEHICLE ACCIDENT","WEADLEY RD & S GULPH RD"," UPPER MERION"," 2020-01-02 @ 21:26:53"
