desc,zip,title
"7/9/2019 21:12, DEKALB PIKE & COLONIAL DR, EAST NORRITON, Station 61",19401,Fire: APPLIANCE FIRE
"7/9/2019 21:51, PARK AVE & MORELAND RD, UPPER MORELAND, Station 10",19090,Fire: RESCUE - GENERAL
"7/9/2019 22:50, MAIN ST & E 3RD ST, RED HILL, Station 71",18076,Fire: VEHICLE ACCIDENT
"7/9/2019 23:07, WASHINGTON ST & ASH ST, CONSHOHOCKEN, Station 35",19428,Fire: S/B AT HELICOPTER LANDING
"7/10/2019 0:48, CHESTNUT ST & CENTER ST, AMBLER, Station 7",19002,Fire: APPLIANCE FIRE
"7/10/2019 2:44, SPRUCE LN & BALSAM LN, LOWER MERION, Station 23",19085,Fire: FIRE ALARM
"7/10/2019 4:01, HAMILTON AVE & HIGH AVE, ABINGTON, Station 500",19001,Fire: FIRE ALARM
"7/10/2019 7:02, MONTGOMERY AVE & MORRIS AVE, LOWER MERION, Station 23",19010,Fire: GAS-ODOR/LEAK
"7/10/2019 7:10, UNION HILL RD & RESOURCE DR, WEST CONSHOHOCKEN, Station 39",NA,Fire: FIRE ALARM
"7/10/2019 8:28, BARR HARBOR DR & RR UNDERPASS, WEST CONSHOHOCKEN, Station 39",NA,Fire: VEHICLE ACCIDENT
"7/10/2019 8:35, DEKALB PIKE & COLONIAL DR, EAST NORRITON, Station 61",19401,Fire: FIRE ALARM
"7/10/2019 8:41, OLD YORK RD & BERRELL AVE, ABINGTON, Station 100",19001,Fire: FIRE ALARM
"7/10/2019 9:23, HIGH ST, LOWER SALFORD, Station 89",19438,Fire: UNKNOWN TYPE FIRE
"7/10/2019 9:43, W MAIN ST, TRAPPE, Station 77",19426,Fire: VEHICLE FIRE
"7/10/2019 9:43, MAIN ST & W 3RD AVE, TRAPPE, Station 77",19426,Fire: VEHICLE FIRE
"7/10/2019 10:45, THE FAIRWAY  & RYDAL RD, ABINGTON, Station 100",19046,Fire: FIRE ALARM
"7/10/2019 10:46, FOREST AVE & WALNUT LN, AMBLER, Station 7",19002,Fire: FIRE ALARM
"7/10/2019 10:46, JUNIPER ST & HEAVNER ALY, NORRISTOWN, Station 27",19401,Fire: FIRE INVESTIGATION
"7/10/2019 11:06, FAYETTE ST & W 2ND AVE, CONSHOHOCKEN, Station 35",19428,Fire: FIRE ALARM
"7/10/2019 11:53, YORK RD & WILLIAMS LN, HATBORO, Station 95",19040,Fire: FIRE ALARM
"7/10/2019 11:59, BEECH AVE & VERNON RD, CHELTENHAM, Station 2",19027,Fire: FIRE ALARM
"7/10/2019 12:04, N TOWNSHIP LINE RD, LIMERICK, Station 54",19468,Fire: VEHICLE ACCIDENT
"7/10/2019 12:04, TOWNSHIP LINE RD & WARTMAN RD, PERKIOMEN, Station 54",19468,Fire: VEHICLE ACCIDENT
"7/10/2019 12:15, LIMERICK CENTER RD, LIMERICK, Station 54",NA,Fire: ELECTRICAL FIRE OUTSIDE
"7/10/2019 12:20, RIDGE PIKE & REGAL DR, PLYMOUTH, Station 43",NA,Fire: FIRE ALARM
"7/10/2019 12:25, GROFFS MILL RD, LOWER SALFORD, Station 89",19438,Fire: TRASH/DUMPSTER FIRE
"7/10/2019 12:27, LINCOLN AVE & POPLAR ST, HATFIELD BORO, Station 17",NA,Fire: FIRE ALARM
"7/10/2019 12:28, LINFIELD TRAPPE RD & WEAVER LN, LIMERICK, Station 54",19468,Fire: FIRE INVESTIGATION
"7/10/2019 12:25, HARLEYSVILLE PIKE & GROFFS MILL RD, LOWER SALFORD, Station 89",19438,Fire: TRASH/DUMPSTER FIRE
"7/10/2019 12:36, RIGHTERS MILL RD & LARKSPUR LN, LOWER MERION, Station 26",19072,Fire: FIRE ALARM
"7/10/2019 12:49, HIGH ST & WILLOW RD, LOWER POTTSGROVE, Station 58",19464,Fire: BUILDING FIRE
"7/10/2019 12:15, LIMERICK CENTER RD & CONNECTING ROAD, LIMERICK, Station 54",NA,Fire: ELECTRICAL FIRE OUTSIDE
"7/10/2019 13:05, ROCKWELL RD & TREMONT AVE, ABINGTON, Station 100",19001,Fire: FIRE ALARM
"7/10/2019 13:14, BELVOIR RD & NEW HOPE ST, PLYMOUTH, Station 44",19401,Fire: FIRE ALARM
"7/10/2019 13:21, BERKLEY RD & HAVERFORD STATION RD, LOWER MERION, Station 25",19041,Fire: FIRE ALARM
"7/10/2019 13:20, YORK RD & WILLIAMS LN, HATBORO, Station 95",19040,Fire: FIRE ALARM
"7/10/2019 13:33, MILL RD & S ROBERTS RD, DELAWARE COUNTY, Station 23",19010,Fire: FIRE ALARM
"7/10/2019 13:54, REYNARDS RUN & SKIPPACK PIKE, WHITPAIN, Station 33",NA,Fire: GAS-ODOR/LEAK
"7/10/2019 14:00, BETHLEHEM PIKE & CHURCH RD, WHITEMARSH, Station 29",19031,Fire: FIRE ALARM
"7/10/2019 14:29, YEAGER RD, UPPER PROVIDENCE, Station 77",19468,Fire: ELECTRICAL FIRE OUTSIDE
"7/10/2019 14:29, YEAGER RD & WILLOWBROOKE LN, UPPER PROVIDENCE, Station 77",19468,Fire: ELECTRICAL FIRE OUTSIDE
"7/10/2019 14:48, EXTENSION PENNSYLVANIA TPKE & DEKALB PIKE ACCESS GATE, WHITPAIN, Station 33",NA,Fire: VEHICLE ACCIDENT
"7/10/2019 14:59, MEADOW LN & MERION RD, LOWER MERION, Station 28",19066,Fire: FIRE ALARM
"7/10/2019 15:10, OLD LANCASTER RD & UPLAND TER, LOWER MERION, Station 28",19066,Fire: GAS-ODOR/LEAK
"7/10/2019 15:18, ALMOND DR & GERANIUM WAY, LANSDALE, Station 14",19446,Fire: FIRE ALARM
"7/10/2019 15:46, TERWOOD RD & PIKE CIR, UPPER MORELAND, Station 10",19006,Fire: FIRE ALARM
"7/10/2019 16:01, CONSHOHOCKEN STATE RD, LOWER MERION, Station 28",NA,Fire: UNKNOWN TYPE FIRE
"7/10/2019 16:51, AMERICAN AVE & 1ST AVE, UPPER MERION, Station 47",19406,Fire: FIRE ALARM
"7/10/2019 16:58, W VALLEY FORGE RD, UPPER MERION, Station 47",19406,Fire: ELECTRICAL FIRE OUTSIDE
"7/10/2019 17:27, QUEEN ST & MONTGOMERY ST, POTTSTOWN, Station 69",19464,Fire: FIRE SPECIAL SERVICE
"7/10/2019 17:49, MAIN ST & MAPLE AVE, LOWER SALFORD, Station 89",19438,Fire: GAS-ODOR/LEAK
"7/10/2019 17:54, SWEDE RD & ERBS MILL RD, WHITPAIN, Station 33",19422,Fire: VEHICLE FIRE
"7/10/2019 18:40, AIRY ST & HURST ALY, NORRISTOWN, Station 27",19401,Fire: GAS-ODOR/LEAK
"7/10/2019 18:48, MORRIS RD, WHITPAIN, Station 33",NA,Fire: FIRE POLICE NEEDED
"7/10/2019 19:24, SCHOOL HOUSE LN, WHITEMARSH, Station 29",19462,Fire: UNKNOWN TYPE FIRE
"7/10/2019 19:53, SUNSET RD & LLEWELLYN LN, LIMERICK, Station 54",19468,Fire: FIRE ALARM
"7/10/2019 20:28, WASHINGTON ST & ASH ST, CONSHOHOCKEN, Station 35",19428,Fire: S/B AT HELICOPTER LANDING
"7/10/2019 20:51, GULPH RD & KIRK AVE, UPPER MERION, Station 47",19406,Fire: VEHICLE FIRE
"7/10/2019 21:10, HARLEYSVILLE PIKE, LOWER SALFORD, Station 89",NA,Fire: VEHICLE ACCIDENT
"7/10/2019 21:18, VALLEY FORGE RD & ALLENTOWN RD, TOWAMENCIN, Station 76",19446,Fire: S/B AT HELICOPTER LANDING
"7/10/2019 22:58, HIGH ST & S SUNNYBROOK RD, LOWER POTTSGROVE, Station 58",19464,Fire: FIRE ALARM
"7/10/2019 23:01, CEDAR RD, PERKIOMEN, Station 66",19473,Fire: VEHICLE ACCIDENT
"7/11/2019 0:07, MARKLEY ST & WARREN ST, NORRISTOWN, Station 27",19401,Fire: FIRE INVESTIGATION
"7/11/2019 1:37, ASHBOURNE RD & WOODLAWN AVE, CHELTENHAM, Station 3",19027,Fire: FIRE ALARM
"7/11/2019 1:53, BONAIR AVE & N PENN ST, HATBORO, Station 95",19040,Fire: FIRE ALARM
"7/11/2019 4:02, HIGH ST & ARMAND HAMMER BLVD, POTTSTOWN, Station 69",19464,Fire: FIRE ALARM
"7/11/2019 4:48, FIELD LN & MT MORO RD, LOWER MERION, Station 23",19085,Fire: FIRE INVESTIGATION
"7/11/2019 5:36, BALLIGOMINGO RD & BLUEROUTE OVERPASS, WEST CONSHOHOCKEN, Station 39",NA,Fire: FIRE ALARM
"7/11/2019 6:14, JUNE RD & LINTON RD, ABINGTON, Station 200",19006,Fire: FIRE ALARM
"7/11/2019 7:43, KING ST & PENN ST, POTTSTOWN, Station 69",19464,Fire: FIRE SPECIAL SERVICE
"7/11/2019 8:51, GRAVEL PIKE & BLOMMER DR, UPPER HANOVER, Station 38",18041,Fire: TRANSFERRED CALL
"7/11/2019 9:05, NEW JERSEY DR & COMMERCE DR, UPPER DUBLIN, Station 88",19034,Fire: FIRE ALARM
"7/11/2019 9:03, JEFFERSON ST & ROCKLAND AVE, LOWER MERION, Station 22",19004,Fire: GAS-ODOR/LEAK
"7/11/2019 9:20, LEVERING MILL RD & BALA AVE, LOWER MERION, Station 28",19004,Fire: FIRE ALARM
"7/11/2019 9:33, HARSTON LN & ATWOOD RD, SPRINGFIELD, Station 6",19038,Fire: FIRE ALARM
"7/11/2019 9:46, VERNON RD & BEECH AVE, CHELTENHAM, Station 2",19027,Fire: GAS-ODOR/LEAK
"7/11/2019 10:06, MONTGOMERY SCHOOL LN & MCCLENAGHAN MILL RD, LOWER MERION, Station 26",19096,Fire: FIRE ALARM
"7/11/2019 10:28, SUMNEYTOWN PIKE & FRANKLIN ST, TOWAMENCIN, Station 76",19438,Fire: FIRE ALARM
"7/11/2019 10:40, SCHUYLKILL AVE & BUTLER AVE, WEST NORRITON, Station 46",19403,Fire: FIRE ALARM
"7/11/2019 10:45, MUSKET CIR & CANNON WAY, TOWAMENCIN, Station 76",19446,Fire: FIRE ALARM
"7/11/2019 10:51, SCHWENKSVILLE RD, UPPER SALFORD, Station 78",19473,Fire: VEHICLE ACCIDENT
"7/11/2019 11:07, MORELAND RD & EASTON RD, ABINGTON, Station 500",19090,Fire: FIRE INVESTIGATION
"7/11/2019 11:23, HIGH ST & EDEN ST, POTTSTOWN, Station 69",19464,Fire: ELECTRICAL FIRE OUTSIDE
"7/11/2019 11:33, ROBERTS ST & GLENN VALLEY DR, NORRISTOWN, Station 27",19401,Fire: GAS-ODOR/LEAK
"7/11/2019 11:37, RT422  & RAMP RT422 EB TO RT363, LOWER PROVIDENCE, Station 53",NA,Fire: VEHICLE ACCIDENT
"7/11/2019 11:39, ANCHOR PKWY & DIAMOND WAY, LIMERICK, Station 51",19468,Fire: FIRE ALARM
"7/11/2019 11:48, HARRIS RD & CHANDLER RD, CHELTENHAM, Station 1",19038,Fire: FIRE INVESTIGATION
"7/11/2019 11:50, UPPER RIDGE RD & PERKIOMENVILLE RD, MARLBOROUGH, Station 42",18054,Fire: VEHICLE ACCIDENT
"7/11/2019 11:47, MAIN ST & ARCH ST, NORRISTOWN, Station 27",19401,Fire: FIRE ALARM
"7/11/2019 12:37, ROBERTS RD & VAUCLAIN RD, DELAWARE COUNTY, Station 23",19010,Fire: FIRE ALARM
"7/11/2019 12:40, PAWLINGS RD & AUDUBON VILLAGE DR, LOWER PROVIDENCE, Station 53",19403,Fire: FIRE INVESTIGATION
"7/11/2019 12:59, RIGHTERS FERRY RD & CONSHOHOCKEN STATE RD, LOWER MERION, Station 28",19004,Fire: FIRE ALARM
"7/11/2019 13:47, FARMINGTON AVE & GILBERTSVILLE RD, UPPER POTTSGROVE, Station 79",19464,Fire: FIRE SPECIAL SERVICE
"7/11/2019 14:02, FRENCH RD & BARBARA LN, PERKIOMEN, Station 66",19426,Fire: FIRE ALARM
"7/11/2019 14:36, FRANKLIN ST & PROSPECT ST, POTTSTOWN, Station 69",19464,Fire: FIRE ALARM
"7/11/2019 14:42, LIMERICK CENTER RD & ST ANDREWS BLVD, LIMERICK, Station 54",19468,Fire: ELEVATOR EMERGENCY
"7/11/2019 14:49, HIGH ST, POTTSTOWN, Station 69",19464,Fire: FIRE POLICE NEEDED
"7/11/2019 14:51, FRANKLIN ST & PROSPECT ST, POTTSTOWN, Station 69",19464,Fire: FIRE ALARM
"7/11/2019 14:59, HILDEBEIDEL RD & NEW HANOVER SQUARE RD, NEW HANOVER, Station 37",19525,Fire: FIRE INVESTIGATION
"7/11/2019 15:06, WILSON ST, POTTSTOWN, Station 69",19464,Fire: FIRE POLICE NEEDED
"7/11/2019 15:18, WILSON AVE & RURALSIDE AVE, CHELTENHAM, Station 1",19038,Fire: ELECTRICAL FIRE OUTSIDE
"7/11/2019 15:17, LEIDY RD & HARRINGTON WAY, FRANCONIA, Station 74",18964,Fire: VEHICLE ACCIDENT
"7/11/2019 15:21, BRADFORD RD & MALINDA RD, SPRINGFIELD, Station 6",19075,Fire: ELECTRICAL FIRE OUTSIDE
"7/11/2019 15:33, COLLEGE DR, POTTSTOWN, Station 69",19464,Fire: FIRE POLICE NEEDED
"7/11/2019 15:46, DEKALB PIKE & SWEDE RD, WHITPAIN, Station 33",19422,Fire: FIRE ALARM
"7/11/2019 16:27, SASSAMANSVILLE RD, DOUGLASS, Station 67",NA,Fire: RESCUE - WATER
"7/11/2019 16:29, CONGO RD & MIDDLE CREEK RD, DOUGLASS, Station 67",19525,Fire: RESCUE - WATER
"7/11/2019 16:28, EAGLES VIEW LN & MACK RD, UPPER HANOVER, Station 38",18041,Fire: FIRE INVESTIGATION
"7/11/2019 16:32, WARREN ST & WILSON ST, POTTSTOWN, Station 69",19464,Fire: FIRE INVESTIGATION
"7/11/2019 16:40, GREEN HILL RD & HOFFMANSVILLE RD, DOUGLASS, Station 67",19504,Fire: FIRE INVESTIGATION
"7/11/2019 16:38, KUTZTOWN RD, UPPER HANOVER, Station 38",NA,Fire: RESCUE - WATER
"7/11/2019 16:48, DEKALB ST & E MARSHALL ST, NORRISTOWN, Station 27",19401,Fire: FIRE SPECIAL SERVICE
"7/11/2019 16:51, HAMILTON RD & COLONIAL DR, EAST GREENVILLE, Station 38",18041,Fire: FIRE INVESTIGATION
"7/11/2019 16:54, SWAMP CREEK RD & SCHLEGEL RD, DOUGLASS, Station 67",19525,Fire: RESCUE - WATER
"7/11/2019 17:00, PHILADELPHIA AVE & CONGO RD, DOUGLASS, Station 67",19525,Fire: FIRE SPECIAL SERVICE
"7/11/2019 16:56, RICHMOND RD & UNIONVILLE PIKE, HATFIELD TOWNSHIP, Station 17",19440,Fire: FIRE ALARM
"7/11/2019 17:01, CONGO RD, DOUGLASS, Station 67",19525,Fire: RESCUE - WATER
"7/11/2019 17:08, MORRIS RD & COLONIAL DR, EAST GREENVILLE, Station 38",18041,Fire: FIRE INVESTIGATION
"7/11/2019 17:10, HOFFMANSVILLE RD & GREEN HILL RD, DOUGLASS, Station 67",19504,Fire: RESCUE - WATER
"7/11/2019 17:08, MAIN ST & OAK DR, LOWER SALFORD, Station 89",19438,Fire: APPLIANCE FIRE
"7/11/2019 17:09, KING ST & VANBUSKIRK ALY, POTTSTOWN, Station 69",19464,Fire: FIRE ALARM
"7/11/2019 17:12, WASSER RD, UPPER HANOVER, Station 38",18041,Fire: RESCUE - WATER
"7/11/2019 17:14, SALFORD STATION RD, LOWER FREDERICK, Station 52",18074,Fire: ELECTRICAL FIRE OUTSIDE
"7/11/2019 17:15, LUDWIG RD, NEW HANOVER, Station 37",19525,Fire: RESCUE - WATER
"7/11/2019 17:11, SALFORD STATION RD, UPPER FREDERICK, Station 87",NA,Fire: ELECTRICAL FIRE OUTSIDE
"7/11/2019 17:20, W HIGH ST, POTTSTOWN, Station 69",19464,Fire: RESCUE - WATER
"7/11/2019 17:16, ADAMS CT & INDEPENDENCE DR, MONTGOMERY, Station 18",19454,Fire: GAS-ODOR/LEAK
"7/11/2019 17:21, LEMON ST & JEFFERSON ST, WEST POTTSGROVE, Station 57",19464,Fire: FIRE INVESTIGATION
"7/11/2019 17:22, MANATAWNY ST, WEST POTTSGROVE, Station 57",19464,Fire: FIRE POLICE NEEDED
"7/11/2019 17:33, KULPS RD, DOUGLASS, Station 67",19472,Fire: RESCUE - WATER
"7/11/2019 17:35, QUAKERTOWN AVE, UPPER HANOVER, Station 65",18073,Fire: RESCUE - WATER
"7/11/2019 17:32, HIGH ST, POTTSTOWN, Station 69",19464,Fire: RESCUE - WATER
"7/11/2019 17:36, N ADAMS ST, LOWER POTTSGROVE, Station 59",19464,Fire: RESCUE - WATER
"7/11/2019 17:39, BETHLEHEM PIKE & CHERRY RD, BUCKS COUNTY, Station 74",18964,Fire: RESCUE - WATER
"7/11/2019 17:45, KING ST & MANATAWNY ST, POTTSTOWN, Station 69",19464,Fire: RESCUE - WATER
"7/11/2019 17:49, HIDDEN LN & WINDY HILL RD, NEW HANOVER, Station 37",19525,Fire: PUMP DETAIL
"7/11/2019 17:49, RAILROAD AVE & 4TH ST, PENNSBURG, Station 65",18073,Fire: FIRE INVESTIGATION
"7/11/2019 17:47, CONGO RD & E PHILADELPHIA AVE, DOUGLASS, Station 67",19525,Fire: PUMP DETAIL
"7/11/2019 17:48, 6TH ST & ADAMS ST, RED HILL, Station 71",18076,Fire: FIRE INVESTIGATION
"7/11/2019 17:50, CHERRY ST & 3RD ST, EAST GREENVILLE, Station 38",18041,Fire: PUMP DETAIL
"7/11/2019 17:53, KING ST & N WASHINGTON ST, POTTSTOWN, Station 69",19464,Fire: BUILDING FIRE
"7/11/2019 17:51, PORTER RD & E HIGH ST, LOWER POTTSGROVE, Station 58",19464,Fire: RESCUE - WATER
"7/11/2019 17:52, SANATOGA RD, NEW HANOVER, Station 37",19464,Fire: RESCUE - WATER
"7/11/2019 17:52, JEFFERSON ST & FRONT ST, EAST GREENVILLE, Station 38",18041,Fire: PUMP DETAIL
"7/11/2019 17:51, LAYFIELD RD & OAK RD, UPPER HANOVER, Station 65",18073,Fire: PUMP DETAIL
"7/11/2019 17:55, SALFORD STATION RD & FAUST RD, UPPER FREDERICK, Station 87",18074,Fire: ELECTRICAL FIRE OUTSIDE
"7/11/2019 17:55, QUAKERTOWN AVE & OTTS RD, UPPER HANOVER, Station 65",18073,Fire: RESCUE - WATER
"7/11/2019 17:55, CINDERELLA CT & TOWNSHIP LINE RD, NEW HANOVER, Station 37",19492,Fire: PUMP DETAIL
"7/11/2019 17:58, HOWARD ST & CENTER ST, WEST POTTSGROVE, Station 57",19464,Fire: PUMP DETAIL
"7/11/2019 18:00, COLONIAL DR & REIFSNYDER RD, NEW HANOVER, Station 37",19525,Fire: FIRE INVESTIGATION
"7/11/2019 18:00, PALM HILL RD & GRAVEL PIKE, UPPER HANOVER, Station 38",18070,Fire: FIRE INVESTIGATION
"7/11/2019 17:56, BLEIM RD & N CHARLOTTE ST, LOWER POTTSGROVE, Station 59",19464,Fire: FIRE INVESTIGATION
"7/11/2019 17:57, WALT RD & WALT GRABER LN, UPPER HANOVER, Station 71",18073,Fire: PUMP DETAIL
"7/11/2019 17:58, LUTHERAN RD & MILES RD, NEW HANOVER, Station 37",19525,Fire: RESCUE - WATER
"7/11/2019 17:56, RACE ST & QUINTER ST, WEST POTTSGROVE, Station 57",19464,Fire: FIRE INVESTIGATION
"7/11/2019 18:00, LAKE LN & DEAD END, PENNSBURG, Station 65",18073,Fire: PUMP DETAIL
"7/11/2019 18:06, WILSON ST & HALE ST, POTTSTOWN, Station 69",19464,Fire: FIRE INVESTIGATION
"7/11/2019 18:10, E BUCK RD, UPPER HANOVER, Station 65",18073,Fire: RESCUE - WATER
"7/11/2019 18:08, WASHINGTON ST & W 3RD ST, PENNSBURG, Station 65",18073,Fire: RESCUE - WATER
"7/11/2019 18:06, MORRIS RD & COLONIAL DR, EAST GREENVILLE, Station 38",18041,Fire: FIRE INVESTIGATION
"7/11/2019 18:10, GROSSTOWN RD & QUINTER ST, WEST POTTSGROVE, Station 57",19464,Fire: FIRE INVESTIGATION
"7/11/2019 18:10, MAIN ST & FRONT ST, EAST GREENVILLE, Station 38",18073,Fire: PUMP DETAIL
"7/11/2019 18:08, MILLER RD & FENNEL RD, UPPER HANOVER, Station 71",18073,Fire: PUMP DETAIL
"7/11/2019 18:09, MAIN ST & PARK AVE, SCHWENKSVILLE, Station 73",19473,Fire: ELECTRICAL FIRE OUTSIDE
"7/11/2019 18:13, SCHOOL HOUSE RD, UPPER HANOVER, Station 38",18056,Fire: RESCUE - WATER
"7/11/2019 18:12, HIGH ST & PARK BLVD, POTTSTOWN, Station 69",19464,Fire: FIRE INVESTIGATION
"7/11/2019 18:13, COLONIAL RD & FAGLEYSVILLE RD, UPPER FREDERICK, Station 87",18074,Fire: RESCUE - WATER
"7/11/2019 18:20, HENNING RD, NEW HANOVER, Station 37",18074,Fire: RESCUE - WATER
"7/11/2019 18:19, RIVERVIEW LN & SPRUCE LN, WEST CONSHOHOCKEN, Station 39",19428,Fire: FIRE ALARM
"7/11/2019 18:18, MILLER RD, MARLBOROUGH, Station 42",NA,Fire: RESCUE - WATER
"7/11/2019 18:22, 2ND ST & SHIRLEY LN, PENNSBURG, Station 65",18073,Fire: GAS-ODOR/LEAK
"7/11/2019 18:25, 3RD ST & STATE ST, EAST GREENVILLE, Station 38",18041,Fire: FIRE INVESTIGATION
"7/11/2019 18:25, STACIE DR & KLEMAN RD, NEW HANOVER, Station 37",19525,Fire: FIRE INVESTIGATION
"7/11/2019 18:24, WALNUT ST & MANATAWNY ST, POTTSTOWN, Station 69",19464,Fire: FIRE INVESTIGATION
"7/11/2019 18:22, NEW RD, NEW HANOVER, Station 37",19525,Fire: RESCUE - WATER
"7/11/2019 18:27, MANATAWNY ST, POTTSTOWN, Station 69",19464,Fire: FIRE SPECIAL SERVICE
"7/11/2019 18:29, CROSS ST, POTTSTOWN, Station 69",19464,Fire: RESCUE - WATER
"7/11/2019 18:34, WALNUT ST & MANATAWNY ST, POTTSTOWN, Station 69",19464,Fire: FIRE INVESTIGATION
"7/11/2019 18:33, E HIGH ST, LOWER POTTSGROVE, Station 58",19464,Fire: FIRE POLICE NEEDED
"7/11/2019 18:37, WASHINGTON ST & MERVINE ST, LOWER POTTSGROVE, Station 59",19464,Fire: FIRE INVESTIGATION
"7/11/2019 18:37, NORRISTOWN RD & RADCLIFF LN, LOWER GWYNEDD, Station 7",19002,Fire: FIRE ALARM
"7/11/2019 18:38, HIGH ST & MANATAWNY ST, POTTSTOWN, Station 69",19464,Fire: RESCUE - WATER
"7/11/2019 18:41, SWAMP CREEK RD & SCHLEGEL RD, DOUGLASS, Station 67",19525,Fire: RESCUE - WATER
"7/11/2019 18:45, CENTRAL AVE & HORSHAM RD, HORSHAM, Station 15",19044,Fire: CARBON MONOXIDE DETECTOR
"7/11/2019 18:43, CHERRY ST & 3RD ST, EAST GREENVILLE, Station 38",18041,Fire: GAS-ODOR/LEAK
"7/11/2019 18:42, ALDERFER RD, LOWER SALFORD, Station 89",19438,Fire: RESCUE - WATER
"7/11/2019 18:45, E 11TH ST, UPPER HANOVER, Station 71",18073,Fire: RESCUE - WATER
"7/11/2019 18:49, NEW RD, NEW HANOVER, Station 37",19525,Fire: RESCUE - WATER
"7/11/2019 18:47, LIMEKILN PIKE & RT309 EXPY SB, CHELTENHAM, Station 1",NA,Fire: FIRE ALARM
"7/11/2019 18:49, PORTER RD & E HIGH ST, LOWER POTTSGROVE, Station 58",19464,Fire: RESCUE - WATER
"7/11/2019 18:49, HIDDEN LN & WINDY HILL RD, NEW HANOVER, Station 37",19525,Fire: PUMP DETAIL
"7/11/2019 18:52, OTTS RD, UPPER HANOVER, Station 65",19473,Fire: FIRE INVESTIGATION
"7/11/2019 18:54, N BETHLEHEM PIKE, LOWER GWYNEDD, Station 7",NA,Fire: RESCUE - WATER
"7/11/2019 18:54, COLLEGE DR, POTTSTOWN, Station 69",19464,Fire: RESCUE - WATER
"7/11/2019 18:59, GRAVEL PIKE & THE ZIEGLERVILLE ROUNDABOUT, LOWER FREDERICK, Station 52",19492,Fire: ELECTRICAL FIRE OUTSIDE
"7/11/2019 19:00, EASTON RD & W MORELAND AVE, HORSHAM, Station 15",19040,Fire: FIRE ALARM
"7/11/2019 18:57, ORANGEMANS RD & EXTON RD, UPPER MORELAND, Station 10",19040,Fire: RESCUE - WATER
"7/11/2019 19:05, PLYMOUTH RD & BEAVER RD, CHELTENHAM, Station 1",19038,Fire: FIRE INVESTIGATION
"7/11/2019 19:02, ROSEMONT AVE & W WASHINGTON ST, NORRISTOWN, Station 27",19401,Fire: BUILDING FIRE
"7/11/2019 19:05, PERRY ST & OSWALD ST, ABINGTON, Station 200",19027,Fire: FIRE ALARM
"7/11/2019 19:06, LANCASTER AVE & ANDERSON AVE, LOWER MERION, Station 25",19003,Fire: FIRE INVESTIGATION
"7/11/2019 19:06, COLONIAL RD & FAGLEYSVILLE RD, UPPER FREDERICK, Station 87",18074,Fire: RESCUE - WATER
"7/11/2019 19:08, COUNTY LINE RD & DAVISVILLE RD, UPPER MORELAND, Station 10",18974,Fire: FIRE ALARM
"7/11/2019 19:08, HIDDEN LN & WINDY HILL RD, NEW HANOVER, Station 37",19525,Fire: PUMP DETAIL
"7/11/2019 19:09, HECTOR ST & ANGEL ALY, CONSHOHOCKEN, Station 35",19428,Fire: FIRE INVESTIGATION
"7/11/2019 19:09, CHURCH RD, NEW HANOVER, Station 37",NA,Fire: RESCUE - WATER
"7/11/2019 19:12, GRAVEL PIKE & LUMBER ST, GREEN LANE, Station 42",18054,Fire: RESCUE - WATER
"7/11/2019 19:16, RED LION RD & MURRAY AVE, LOWER MORELAND, Station 8",19006,Fire: FIRE POLICE NEEDED
"7/11/2019 19:19, DEVEREUX DR & W MONTGOMERY AVE, LOWER MERION, Station 23",19085,Fire: ELEVATOR EMERGENCY
"7/11/2019 19:20, GRANT AVE & LINCOLN AVE, UPPER MORELAND, Station 10",19090,Fire: FIRE INVESTIGATION
"7/11/2019 19:19, RIVER RD & MANOR RD, WHITEMARSH, Station 45",19428,Fire: RESCUE - WATER
"7/11/2019 19:24, LIMEKILN PIKE & RT309 EXPY SB, CHELTENHAM, Station 1",NA,Fire: FIRE ALARM
"7/11/2019 19:25, BLAIR MILL RD, HORSHAM, Station 15",NA,Fire: FIRE POLICE NEEDED
"7/11/2019 19:26, CONESTOGA RD & S ROBERTS RD, DELAWARE COUNTY, Station 23",19010,Fire: RESCUE - WATER
"7/11/2019 19:30, VALLEY FORGE RD & MCAULIFFE LN, TOWAMENCIN, Station 76",19446,Fire: FIRE ALARM
"7/11/2019 19:26, GRAVEL PIKE & SNYDER RD, MARLBOROUGH, Station 42",18054,Fire: RESCUE - WATER
"7/11/2019 19:32, LYNN DR & N ADAMS ST, LOWER POTTSGROVE, Station 59",19464,Fire: FIRE INVESTIGATION
"7/11/2019 19:31, WALNUT ST & MANATAWNY ST, POTTSTOWN, Station 69",19464,Fire: FIRE INVESTIGATION
"7/11/2019 19:34, KUTZTOWN RD & BOWERS MILL RD, UPPER HANOVER, Station 65",18073,Fire: PUMP DETAIL
"7/11/2019 18:49, CHURCH RD & REIFSNYDER RD, NEW HANOVER, Station 37",19525,Fire: RESCUE - WATER
"7/11/2019 19:44, KEIM ST & YERGER RD, LOWER POTTSGROVE, Station 59",19464,Fire: FIRE INVESTIGATION
"7/11/2019 19:43, SHIRLEY LN & 2ND ST, PENNSBURG, Station 65",18073,Fire: PUMP DETAIL
"7/11/2019 19:42, CONGO RD & E PHILADELPHIA AVE, DOUGLASS, Station 67",19525,Fire: PUMP DETAIL
"7/11/2019 19:49, LUMBER ST & GRAVEL PIKE, GREEN LANE, Station 42",18054,Fire: FIRE ALARM
