Name,Date,Status,Category,Wind,Pressure,TS_diameter,HU_diameter
Epsilon,12/7/2005 0:00,hurricane,1,65,987,235.9099,63.2929
Epsilon,12/7/2005 6:00,hurricane,1,65,987,264.6794,57.539
Epsilon,12/7/2005 12:00,hurricane,1,65,987,276.1872,28.7695
Epsilon,12/7/2005 18:00,tropical storm,0,60,991,218.6482,0
Epsilon,12/8/2005 0:00,tropical storm,0,50,997,189.8787,0
Epsilon,12/8/2005 6:00,tropical storm,0,35,1003,115.078,0
Epsilon,12/8/2005 12:00,tropical depression,-1,30,1005,0,0
Zeta,12/30/2005 0:00,tropical depression,-1,30,1009,0,0
Zeta,12/30/2005 6:00,tropical storm,0,40,1005,201.3865,0
Zeta,12/30/2005 12:00,tropical storm,0,45,1002,247.4177,0
Zeta,12/30/2005 18:00,tropical storm,0,45,1000,270.4333,0
Zeta,12/31/2005 0:00,tropical storm,0,45,1000,287.695,0
Zeta,12/31/2005 6:00,tropical storm,0,50,997,258.9255,0
Zeta,12/31/2005 12:00,tropical storm,0,50,997,224.4021,0
Zeta,12/31/2005 18:00,tropical storm,0,45,1000,224.4021,0
Zeta,1/1/2006 0:00,tropical storm,0,50,997,201.3865,0
Zeta,1/1/2006 6:00,tropical storm,0,50,997,201.3865,0
Zeta,1/1/2006 12:00,tropical storm,0,50,997,230.156,0
Zeta,1/1/2006 18:00,tropical storm,0,55,994,195.6326,0
Zeta,1/2/2006 0:00,tropical storm,0,55,994,189.8787,0
Zeta,1/2/2006 6:00,tropical storm,0,50,997,184.1248,0
Zeta,1/2/2006 12:00,tropical storm,0,45,1000,184.1248,0
Zeta,1/2/2006 18:00,tropical storm,0,50,997,184.1248,0
Zeta,1/3/2006 0:00,tropical storm,0,55,994,201.3865,0
Zeta,1/3/2006 6:00,tropical storm,0,55,994,201.3865,0
Zeta,1/3/2006 12:00,tropical storm,0,55,994,201.3865,0
Zeta,1/3/2006 18:00,tropical storm,0,55,994,201.3865,0
Zeta,1/4/2006 0:00,tropical storm,0,55,994,230.156,0
Zeta,1/4/2006 6:00,tropical storm,0,50,997,230.156,0
Zeta,1/4/2006 12:00,tropical storm,0,45,1000,201.3865,0
Zeta,1/4/2006 18:00,tropical storm,0,40,1002,172.617,0
Zeta,1/5/2006 0:00,tropical storm,0,35,1005,115.078,0
Zeta,1/5/2006 6:00,tropical storm,0,35,1005,115.078,0
Zeta,1/5/2006 12:00,tropical storm,0,35,1006,115.078,0
Zeta,1/5/2006 18:00,tropical storm,0,35,1007,103.5702,0
Zeta,1/6/2006 0:00,tropical storm,0,35,1007,86.3085,0
Zeta,1/6/2006 6:00,tropical depression,-1,30,1007,0,0
Zeta,1/6/2006 12:00,tropical depression,-1,30,1008,0,0
Alberto,6/10/2006 6:00,tropical depression,-1,25,1004,0,0
Alberto,6/10/2006 12:00,tropical depression,-1,30,1003,0,0
Alberto,6/10/2006 18:00,tropical depression,-1,30,1003,0,0
Alberto,6/11/2006 0:00,tropical storm,0,35,1003,115.078,0
Alberto,6/11/2006 6:00,tropical storm,0,35,1003,115.078,0
Alberto,6/11/2006 12:00,tropical storm,0,40,1002,172.617,0
Alberto,6/11/2006 18:00,tropical storm,0,40,1004,230.156,0
Alberto,6/12/2006 0:00,tropical storm,0,40,1004,230.156,0
Alberto,6/12/2006 6:00,tropical storm,0,45,1004,230.156,0
Alberto,6/12/2006 12:00,tropical storm,0,60,1000,230.156,0
Alberto,6/12/2006 18:00,tropical storm,0,60,997,241.6638,0
Alberto,6/13/2006 0:00,tropical storm,0,60,995,230.156,0
Alberto,6/13/2006 6:00,tropical storm,0,55,995,241.6638,0
Alberto,6/13/2006 12:00,tropical storm,0,45,996,184.1248,0
Alberto,6/13/2006 18:00,tropical storm,0,35,997,172.617,0
Alberto,6/14/2006 0:00,tropical storm,0,35,1001,149.6014,0
Alberto,6/14/2006 6:00,tropical depression,-1,30,1003,0,0
AL022006,7/17/2006 6:00,tropical depression,-1,30,1008,0,0
AL022006,7/17/2006 12:00,tropical storm,0,40,1003,69.0468,0
AL022006,7/17/2006 18:00,tropical storm,0,45,998,69.0468,0
AL022006,7/18/2006 0:00,tropical storm,0,40,999,69.0468,0
AL022006,7/18/2006 6:00,tropical storm,0,35,1004,69.0468,0
Beryl,7/18/2006 12:00,tropical depression,-1,30,1010,0,0
Beryl,7/18/2006 18:00,tropical storm,0,35,1008,46.0312,0
Beryl,7/19/2006 0:00,tropical storm,0,35,1006,69.0468,0
Beryl,7/19/2006 6:00,tropical storm,0,35,1005,69.0468,0
Beryl,7/19/2006 12:00,tropical storm,0,40,1004,138.0936,0
Beryl,7/19/2006 18:00,tropical storm,0,50,1003,143.8475,0
Beryl,7/20/2006 0:00,tropical storm,0,50,1002,195.6326,0
Beryl,7/20/2006 6:00,tropical storm,0,50,1001,207.1404,0
Beryl,7/20/2006 12:00,tropical storm,0,50,1002,207.1404,0
Beryl,7/20/2006 18:00,tropical storm,0,45,1002,207.1404,0
Beryl,7/21/2006 0:00,tropical storm,0,45,1003,161.1092,0
Beryl,7/21/2006 6:00,tropical storm,0,45,1000,143.8475,0
Beryl,7/21/2006 12:00,tropical storm,0,40,1002,201.3865,0
Chris,8/1/2006 0:00,tropical depression,-1,30,1011,0,0
Chris,8/1/2006 6:00,tropical storm,0,35,1009,34.5234,0
Chris,8/1/2006 12:00,tropical storm,0,40,1006,34.5234,0
Chris,8/1/2006 18:00,tropical storm,0,50,1004,46.0312,0
Chris,8/2/2006 0:00,tropical storm,0,50,1003,69.0468,0
Chris,8/2/2006 6:00,tropical storm,0,55,1001,103.5702,0
Chris,8/2/2006 12:00,tropical storm,0,55,1001,103.5702,0
Chris,8/2/2006 18:00,tropical storm,0,50,1004,80.5546,0
Chris,8/3/2006 0:00,tropical storm,0,50,1007,80.5546,0
Chris,8/3/2006 6:00,tropical storm,0,40,1010,80.5546,0
Chris,8/3/2006 12:00,tropical storm,0,35,1011,80.5546,0
Chris,8/3/2006 18:00,tropical depression,-1,30,1011,0,0
Chris,8/4/2006 0:00,tropical depression,-1,30,1011,0,0
Debby,8/21/2006 18:00,tropical depression,-1,30,1007,0,0
Debby,8/22/2006 0:00,tropical depression,-1,30,1007,0,0
Debby,8/22/2006 6:00,tropical depression,-1,30,1007,0,0
Debby,8/22/2006 12:00,tropical depression,-1,30,1007,0,0
Debby,8/22/2006 18:00,tropical depression,-1,30,1005,0,0
Debby,8/23/2006 0:00,tropical storm,0,35,1003,69.0468,0
Debby,8/23/2006 6:00,tropical storm,0,40,1002,86.3085,0
Debby,8/23/2006 12:00,tropical storm,0,45,1001,92.0624,0
Debby,8/23/2006 18:00,tropical storm,0,45,1001,80.5546,0
Debby,8/24/2006 0:00,tropical storm,0,45,1000,80.5546,0
Debby,8/24/2006 6:00,tropical storm,0,45,999,80.5546,0
Debby,8/24/2006 12:00,tropical storm,0,45,1000,80.5546,0
Debby,8/24/2006 18:00,tropical storm,0,45,1000,80.5546,0
Debby,8/25/2006 0:00,tropical storm,0,45,1000,80.5546,0
Debby,8/25/2006 6:00,tropical storm,0,45,1001,69.0468,0
Debby,8/25/2006 12:00,tropical storm,0,40,1002,86.3085,0
Debby,8/25/2006 18:00,tropical storm,0,35,1005,103.5702,0
Debby,8/26/2006 0:00,tropical storm,0,35,1008,103.5702,0
Debby,8/26/2006 6:00,tropical depression,-1,30,1009,0,0
Ernesto,8/24/2006 18:00,tropical depression,-1,30,1008,0,0
Ernesto,8/25/2006 0:00,tropical depression,-1,30,1007,0,0
Ernesto,8/25/2006 6:00,tropical depression,-1,30,1005,0,0
Ernesto,8/25/2006 12:00,tropical storm,0,35,1005,92.0624,0
Ernesto,8/25/2006 18:00,tropical storm,0,35,1004,92.0624,0
Ernesto,8/26/2006 0:00,tropical storm,0,40,1002,92.0624,0
Ernesto,8/26/2006 6:00,tropical storm,0,45,999,115.078,0
Ernesto,8/26/2006 12:00,tropical storm,0,50,997,115.078,0
Ernesto,8/26/2006 18:00,tropical storm,0,55,997,115.078,0
Ernesto,8/27/2006 0:00,tropical storm,0,55,995,115.078,0
Ernesto,8/27/2006 6:00,hurricane,1,65,992,138.0936,11.5078
Ernesto,8/27/2006 12:00,tropical storm,0,55,997,126.5858,0
Ernesto,8/27/2006 18:00,tropical storm,0,45,1002,115.078,0
Ernesto,8/28/2006 0:00,tropical storm,0,40,1003,69.0468,0
Ernesto,8/28/2006 6:00,tropical storm,0,40,1004,69.0468,0
Ernesto,8/28/2006 12:00,tropical storm,0,35,1005,103.5702,0
Ernesto,8/28/2006 18:00,tropical storm,0,35,1007,138.0936,0
Ernesto,8/29/2006 0:00,tropical storm,0,35,1007,103.5702,0
Ernesto,8/29/2006 6:00,tropical storm,0,40,1006,86.3085,0
Ernesto,8/29/2006 12:00,tropical storm,0,40,1006,86.3085,0
Ernesto,8/29/2006 18:00,tropical storm,0,40,1005,115.078,0
Ernesto,8/30/2006 0:00,tropical storm,0,40,1004,132.3397,0
Ernesto,8/30/2006 6:00,tropical storm,0,40,1003,132.3397,0
Ernesto,8/30/2006 12:00,tropical storm,0,35,1002,69.0468,0
Ernesto,8/30/2006 18:00,tropical storm,0,35,1001,23.0156,0
Ernesto,8/31/2006 0:00,tropical storm,0,35,1000,57.539,0
Ernesto,8/31/2006 6:00,tropical storm,0,45,999,86.3085,0
Ernesto,8/31/2006 12:00,tropical storm,0,55,995,103.5702,0
Ernesto,8/31/2006 18:00,tropical storm,0,60,993,184.1248,0
Ernesto,9/1/2006 0:00,tropical storm,0,60,988,195.6326,0
Ernesto,9/1/2006 6:00,tropical storm,0,50,985,161.1092,0
Ernesto,9/1/2006 12:00,tropical depression,-1,30,991,0,0
Gordon,9/10/2006 18:00,tropical depression,-1,25,1012,0,0
Gordon,9/11/2006 0:00,tropical depression,-1,30,1011,0,0
Gordon,9/11/2006 6:00,tropical depression,-1,30,1010,0,0
Gordon,9/11/2006 12:00,tropical storm,0,35,1008,46.0312,0
Gordon,9/11/2006 18:00,tropical storm,0,40,1005,46.0312,0
Gordon,9/12/2006 0:00,tropical storm,0,50,1003,86.3085,0
Gordon,9/12/2006 6:00,tropical storm,0,50,1000,86.3085,0
Gordon,9/12/2006 12:00,tropical storm,0,50,998,86.3085,0
Gordon,9/12/2006 18:00,tropical storm,0,55,994,103.5702,0
Gordon,9/13/2006 0:00,hurricane,1,65,987,115.078,23.0156
Gordon,9/13/2006 6:00,hurricane,1,70,984,143.8475,23.0156
Gordon,9/13/2006 12:00,hurricane,1,80,980,184.1248,46.0312
Gordon,9/13/2006 18:00,hurricane,2,95,965,201.3865,57.539
Gordon,9/14/2006 0:00,hurricane,3,105,955,235.9099,57.539
Gordon,9/14/2006 6:00,hurricane,3,105,956,235.9099,57.539
Gordon,9/14/2006 12:00,hurricane,3,105,956,241.6638,57.539
Gordon,9/14/2006 18:00,hurricane,3,105,958,241.6638,57.539
Gordon,9/15/2006 0:00,hurricane,3,100,960,241.6638,57.539
Gordon,9/15/2006 6:00,hurricane,2,95,965,224.4021,57.539
Gordon,9/15/2006 12:00,hurricane,2,85,973,207.1404,57.539
Gordon,9/15/2006 18:00,hurricane,1,80,976,207.1404,57.539
Gordon,9/16/2006 0:00,hurricane,1,75,980,207.1404,46.0312
Gordon,9/16/2006 6:00,hurricane,1,70,983,207.1404,46.0312
Gordon,9/16/2006 12:00,hurricane,1,65,987,207.1404,46.0312
Gordon,9/16/2006 18:00,hurricane,1,65,987,207.1404,46.0312
Gordon,9/17/2006 0:00,hurricane,1,65,987,218.6482,46.0312
Gordon,9/17/2006 6:00,hurricane,1,65,987,218.6482,46.0312
Gordon,9/17/2006 12:00,hurricane,1,70,983,207.1404,46.0312
Gordon,9/17/2006 18:00,hurricane,1,70,983,207.1404,46.0312
Gordon,9/18/2006 0:00,hurricane,1,75,981,184.1248,46.0312
Gordon,9/18/2006 6:00,hurricane,1,75,979,184.1248,46.0312
Gordon,9/18/2006 12:00,hurricane,1,80,976,184.1248,57.539
Gordon,9/18/2006 18:00,hurricane,2,85,972,184.1248,63.2929
Gordon,9/19/2006 0:00,hurricane,2,85,972,184.1248,69.0468
Gordon,9/19/2006 6:00,hurricane,2,90,970,241.6638,69.0468
Gordon,9/19/2006 12:00,hurricane,1,80,977,287.695,69.0468
Gordon,9/19/2006 18:00,hurricane,1,75,979,287.695,69.0468
Gordon,9/20/2006 0:00,hurricane,1,70,980,258.9255,69.0468
Gordon,9/20/2006 6:00,hurricane,1,70,980,310.7106,63.2929
Gordon,9/20/2006 12:00,hurricane,1,65,983,310.7106,69.0468
Gordon,9/20/2006 18:00,hurricane,1,65,983,310.7106,80.5546
Isaac,9/27/2006 18:00,tropical depression,-1,30,1012,0,0
Isaac,9/28/2006 0:00,tropical depression,-1,30,1012,0,0
Isaac,9/28/2006 6:00,tropical storm,0,35,1008,115.078,0
Isaac,9/28/2006 12:00,tropical storm,0,40,1006,115.078,0
Isaac,9/28/2006 18:00,tropical storm,0,40,1006,166.8631,0
Isaac,9/29/2006 0:00,tropical storm,0,40,1006,212.8943,0
Isaac,9/29/2006 6:00,tropical storm,0,40,1006,212.8943,0
Isaac,9/29/2006 12:00,tropical storm,0,45,1003,201.3865,0
Isaac,9/29/2006 18:00,tropical storm,0,50,1000,201.3865,0
Isaac,9/30/2006 0:00,tropical storm,0,60,997,201.3865,0
Isaac,9/30/2006 6:00,tropical storm,0,60,995,201.3865,0
Isaac,9/30/2006 12:00,hurricane,1,65,992,207.1404,69.0468
Isaac,9/30/2006 18:00,hurricane,1,70,989,207.1404,69.0468
Isaac,10/1/2006 0:00,hurricane,1,75,987,218.6482,57.539
Isaac,10/1/2006 6:00,hurricane,1,75,985,218.6482,46.0312
Isaac,10/1/2006 12:00,hurricane,1,70,986,241.6638,46.0312
Isaac,10/1/2006 18:00,hurricane,1,70,987,241.6638,46.0312
Isaac,10/2/2006 0:00,hurricane,1,65,988,287.695,46.0312
Isaac,10/2/2006 6:00,hurricane,1,65,989,316.4645,23.0156
Isaac,10/2/2006 12:00,tropical storm,0,60,990,345.234,0
Isaac,10/2/2006 18:00,tropical storm,0,55,995,345.234,0
Barry,6/1/2007 12:00,tropical depression,-1,30,1004,0,0
Barry,6/1/2007 18:00,tropical storm,0,40,1000,126.5858,0
Barry,6/2/2007 0:00,tropical storm,0,50,997,126.5858,0
Barry,6/2/2007 6:00,tropical storm,0,45,998,138.0936,0
Barry,6/2/2007 12:00,tropical storm,0,40,1000,138.0936,0
Barry,6/2/2007 14:00,tropical depression,-1,30,1000,0,0
Barry,6/2/2007 18:00,tropical depression,-1,30,1001,0,0
Chantal,7/31/2007 0:00,tropical depression,-1,30,1007,0,0
Chantal,7/31/2007 6:00,tropical storm,0,35,1004,69.0468,0
Chantal,7/31/2007 12:00,tropical storm,0,45,999,276.1872,0
Chantal,7/31/2007 18:00,tropical storm,0,45,999,304.9567,0
Chantal,8/1/2007 0:00,tropical storm,0,45,994,270.4333,0
Dean,8/13/2007 6:00,tropical depression,-1,30,1006,0,0
Dean,8/13/2007 12:00,tropical depression,-1,30,1005,0,0
Dean,8/13/2007 18:00,tropical depression,-1,30,1005,0,0
Dean,8/14/2007 0:00,tropical depression,-1,30,1005,0,0
Dean,8/14/2007 6:00,tropical depression,-1,30,1005,0,0
Dean,8/14/2007 12:00,tropical storm,0,35,1004,34.5234,0
Dean,8/14/2007 18:00,tropical storm,0,40,1002,86.3085,0
Dean,8/15/2007 0:00,tropical storm,0,50,997,103.5702,0
Dean,8/15/2007 6:00,tropical storm,0,50,997,103.5702,0
Dean,8/15/2007 12:00,tropical storm,0,50,997,103.5702,0
Dean,8/15/2007 18:00,tropical storm,0,55,994,103.5702,0
Dean,8/16/2007 0:00,tropical storm,0,60,991,103.5702,0
Dean,8/16/2007 6:00,hurricane,1,70,984,120.8319,23.0156
Dean,8/16/2007 12:00,hurricane,1,80,972,172.617,34.5234
Dean,8/16/2007 18:00,hurricane,1,80,972,224.4021,46.0312
Dean,8/17/2007 0:00,hurricane,1,80,976,224.4021,46.0312
Dean,8/17/2007 6:00,hurricane,1,80,975,241.6638,46.0312
Dean,8/17/2007 12:00,hurricane,2,90,967,299.2028,46.0312
Dean,8/17/2007 18:00,hurricane,3,110,961,322.2184,51.7851
Dean,8/21/2007 12:00,hurricane,3,110,935,345.234,80.5546
Dean,8/21/2007 18:00,hurricane,1,75,960,276.1872,69.0468
Dean,8/22/2007 0:00,hurricane,1,65,979,287.695,69.0468
Dean,8/22/2007 6:00,hurricane,1,70,979,316.4645,69.0468
Dean,8/22/2007 12:00,hurricane,1,80,976,333.7262,69.0468
Dean,8/22/2007 18:00,hurricane,1,75,974,333.7262,34.5234
Dean,8/23/2007 0:00,tropical depression,-1,30,998,0,0
Erin,8/15/2007 0:00,tropical depression,-1,25,1006,0,0
Erin,8/15/2007 6:00,tropical depression,-1,25,1006,0,0
Erin,8/15/2007 12:00,tropical depression,-1,30,1005,0,0
Erin,8/15/2007 18:00,tropical storm,0,35,1004,69.0468,0
Erin,8/16/2007 0:00,tropical storm,0,35,1003,86.3085,0
Erin,8/16/2007 6:00,tropical storm,0,35,1005,86.3085,0
Erin,8/16/2007 10:00,tropical depression,-1,30,1006,0,0
Erin,8/16/2007 12:00,tropical depression,-1,30,1006,0,0
Erin,8/16/2007 18:00,tropical depression,-1,25,1006,0,0
Erin,8/17/2007 0:00,tropical depression,-1,25,1006,0,0
Erin,8/17/2007 6:00,tropical depression,-1,25,1007,0,0
Felix,8/31/2007 12:00,tropical depression,-1,25,1009,0,0
Felix,8/31/2007 18:00,tropical depression,-1,30,1008,0,0
Felix,9/1/2007 0:00,tropical storm,0,35,1007,17.2617,0
Felix,9/1/2007 6:00,tropical storm,0,40,1005,34.5234,0
Felix,9/1/2007 12:00,tropical storm,0,50,1001,80.5546,0
Felix,9/1/2007 18:00,tropical storm,0,60,999,161.1092,0
Felix,9/2/2007 0:00,hurricane,1,65,992,161.1092,17.2617
Felix,9/2/2007 6:00,hurricane,2,85,985,189.8787,28.7695
Felix,9/2/2007 12:00,hurricane,2,90,980,189.8787,40.2773
Felix,9/4/2007 18:00,hurricane,2,85,962,132.3397,46.0312
Felix,9/5/2007 0:00,tropical storm,0,50,982,74.8007,0
Felix,9/5/2007 6:00,tropical depression,-1,25,1004,0,0
Gabrielle,9/8/2007 18:00,tropical storm,0,35,1009,103.5702,0
Gabrielle,9/9/2007 0:00,tropical storm,0,40,1007,109.3241,0
Gabrielle,9/9/2007 6:00,tropical storm,0,45,1004,80.5546,0
Gabrielle,9/9/2007 12:00,tropical storm,0,50,1004,80.5546,0
Gabrielle,9/9/2007 18:00,tropical storm,0,45,1006,97.8163,0
Gabrielle,9/10/2007 0:00,tropical storm,0,40,1007,120.8319,0
Gabrielle,9/10/2007 6:00,tropical depression,-1,30,1008,0,0
Gabrielle,9/10/2007 12:00,tropical depression,-1,30,1009,0,0
Gabrielle,9/10/2007 18:00,tropical depression,-1,30,1010,0,0
Gabrielle,9/11/2007 0:00,tropical depression,-1,30,1010,0,0
Gabrielle,9/11/2007 6:00,tropical depression,-1,30,1010,0,0
Ingrid,9/12/2007 6:00,tropical depression,-1,25,1009,0,0
Ingrid,9/12/2007 12:00,tropical depression,-1,30,1008,0,0
Ingrid,9/12/2007 18:00,tropical depression,-1,30,1007,0,0
Ingrid,9/13/2007 0:00,tropical depression,-1,30,1006,0,0
Ingrid,9/13/2007 6:00,tropical storm,0,35,1005,51.7851,0
Ingrid,9/13/2007 12:00,tropical storm,0,35,1005,51.7851,0
Ingrid,9/13/2007 18:00,tropical storm,0,35,1004,51.7851,0
Ingrid,9/14/2007 0:00,tropical storm,0,35,1002,103.5702,0
Ingrid,9/14/2007 6:00,tropical storm,0,35,1003,103.5702,0
Ingrid,9/14/2007 12:00,tropical storm,0,40,1004,103.5702,0
Ingrid,9/14/2007 18:00,tropical storm,0,40,1004,103.5702,0
Ingrid,9/15/2007 0:00,tropical storm,0,35,1005,92.0624,0
Ingrid,9/15/2007 6:00,tropical storm,0,35,1005,92.0624,0
Ingrid,9/15/2007 12:00,tropical storm,0,35,1005,40.2773,0
Ingrid,9/15/2007 18:00,tropical depression,-1,30,1006,0,0
Ingrid,9/16/2007 0:00,tropical depression,-1,30,1006,0,0
Ingrid,9/16/2007 6:00,tropical depression,-1,30,1006,0,0
Ingrid,9/16/2007 12:00,tropical depression,-1,30,1006,0,0
Ingrid,9/16/2007 18:00,tropical depression,-1,30,1007,0,0
Ingrid,9/17/2007 0:00,tropical depression,-1,25,1009,0,0
Humberto,9/12/2007 12:00,tropical storm,0,35,1006,46.0312,0
Humberto,9/12/2007 18:00,tropical storm,0,45,1001,80.5546,0
Humberto,9/13/2007 0:00,tropical storm,0,55,997,80.5546,0
Humberto,9/13/2007 6:00,hurricane,1,80,985,86.3085,17.2617
Humberto,9/13/2007 12:00,hurricane,1,65,989,63.2929,17.2617
Humberto,9/13/2007 18:00,tropical storm,0,35,1000,51.7851,0
Humberto,9/14/2007 0:00,tropical depression,-1,25,1006,0,0
Ten,9/21/2007 18:00,tropical depression,-1,30,1005,0,0
Ten,9/22/2007 0:00,tropical depression,-1,25,1006,0,0
Jerry,9/24/2007 0:00,tropical storm,0,35,1003,138.0936,0
Jerry,9/24/2007 6:00,tropical storm,0,35,1004,172.617,0
Jerry,9/24/2007 12:00,tropical storm,0,35,1004,103.5702,0
Jerry,9/24/2007 18:00,tropical depression,-1,30,1004,0,0
Karen,9/25/2007 0:00,tropical depression,-1,30,1006,0,0
Karen,9/25/2007 6:00,tropical storm,0,35,1005,80.5546,0
Karen,9/25/2007 12:00,tropical storm,0,35,1005,80.5546,0
Karen,9/25/2007 18:00,tropical storm,0,35,1005,80.5546,0
Karen,9/26/2007 0:00,tropical storm,0,40,1003,80.5546,0
Karen,9/26/2007 6:00,tropical storm,0,50,997,80.5546,0
Karen,9/26/2007 12:00,hurricane,1,65,988,149.6014,51.7851
Karen,9/26/2007 18:00,hurricane,1,65,990,207.1404,57.539
Karen,9/27/2007 0:00,tropical storm,0,60,995,345.234,0
Karen,9/27/2007 6:00,tropical storm,0,55,998,345.234,0
Karen,9/27/2007 12:00,tropical storm,0,55,1002,276.1872,0
Karen,9/27/2007 18:00,tropical storm,0,50,1005,253.1716,0
Karen,9/28/2007 0:00,tropical storm,0,50,1005,253.1716,0
Karen,9/28/2007 6:00,tropical storm,0,40,1007,218.6482,0
Karen,9/28/2007 12:00,tropical storm,0,35,1008,184.1248,0
Karen,9/28/2007 18:00,tropical storm,0,35,1008,195.6326,0
Karen,9/29/2007 0:00,tropical storm,0,35,1008,207.1404,0
Karen,9/29/2007 6:00,tropical depression,-1,30,1008,0,0
Lorenzo,9/25/2007 18:00,tropical depression,-1,25,1009,0,0
Lorenzo,9/26/2007 0:00,tropical depression,-1,25,1008,0,0
Lorenzo,9/26/2007 6:00,tropical depression,-1,25,1007,0,0
Lorenzo,9/26/2007 12:00,tropical depression,-1,30,1008,0,0
Lorenzo,9/26/2007 18:00,tropical depression,-1,30,1009,0,0
Lorenzo,9/27/2007 0:00,tropical depression,-1,30,1008,0,0
Lorenzo,9/27/2007 6:00,tropical depression,-1,30,1009,0,0
Lorenzo,9/27/2007 12:00,tropical storm,0,45,1006,69.0468,0
Lorenzo,9/27/2007 18:00,tropical storm,0,60,1001,103.5702,0
Lorenzo,9/28/2007 0:00,hurricane,1,70,990,115.078,34.5234
Lorenzo,9/28/2007 6:00,hurricane,1,65,993,115.078,34.5234
Lorenzo,9/28/2007 12:00,tropical depression,-1,30,1002,0,0
Lorenzo,9/28/2007 18:00,tropical depression,-1,20,1008,0,0
Melissa,9/28/2007 6:00,tropical depression,-1,25,1010,0,0
Melissa,9/28/2007 12:00,tropical depression,-1,30,1009,0,0
Melissa,9/28/2007 18:00,tropical depression,-1,30,1008,0,0
Melissa,9/29/2007 0:00,tropical depression,-1,30,1007,0,0
Melissa,9/29/2007 6:00,tropical storm,0,35,1006,138.0936,0
Melissa,9/29/2007 12:00,tropical storm,0,35,1005,138.0936,0
Melissa,9/29/2007 18:00,tropical storm,0,35,1005,138.0936,0
Melissa,9/30/2007 0:00,tropical storm,0,35,1005,138.0936,0
Melissa,9/30/2007 6:00,tropical depression,-1,30,1006,0,0
Melissa,9/30/2007 12:00,tropical depression,-1,25,1007,0,0
Fifteen,10/11/2007 12:00,tropical depression,-1,30,1011,0,0
Fifteen,10/11/2007 18:00,tropical depression,-1,30,1011,0,0
Fifteen,10/12/2007 0:00,tropical depression,-1,30,1011,0,0
Fifteen,10/12/2007 6:00,tropical depression,-1,30,1011,0,0
Fifteen,10/12/2007 12:00,tropical depression,-1,25,1011,0,0
Fifteen,10/12/2007 18:00,tropical depression,-1,25,1012,0,0
Noel,10/28/2007 0:00,tropical depression,-1,30,1003,0,0
Noel,10/28/2007 6:00,tropical depression,-1,30,1002,0,0
Noel,10/28/2007 12:00,tropical storm,0,40,999,115.078,0
Noel,10/28/2007 18:00,tropical storm,0,50,996,155.3553,0
Noel,10/29/2007 0:00,tropical storm,0,50,999,189.8787,0
Noel,10/29/2007 6:00,tropical storm,0,45,1002,258.9255,0
Noel,10/29/2007 12:00,tropical storm,0,40,1002,276.1872,0
Noel,10/29/2007 18:00,tropical storm,0,45,1001,287.695,0
Noel,10/30/2007 0:00,tropical storm,0,45,999,287.695,0
Noel,10/30/2007 6:00,tropical storm,0,50,997,287.695,0
Noel,10/30/2007 12:00,tropical storm,0,40,999,201.3865,0
Noel,10/30/2007 18:00,tropical storm,0,35,1000,172.617,0
Noel,10/31/2007 0:00,tropical storm,0,35,1000,172.617,0
Noel,10/31/2007 6:00,tropical storm,0,35,1000,172.617,0
Noel,10/31/2007 12:00,tropical storm,0,45,995,184.1248,0
Noel,10/31/2007 18:00,tropical storm,0,45,995,230.156,0
Noel,11/1/2007 0:00,tropical storm,0,50,995,247.4177,0
Noel,11/1/2007 6:00,tropical storm,0,50,993,247.4177,0
Noel,11/1/2007 12:00,tropical storm,0,50,993,230.156,0
Noel,11/1/2007 18:00,tropical storm,0,55,992,258.9255,0
Noel,11/2/2007 0:00,hurricane,1,70,981,316.4645,46.0312
Noel,11/2/2007 6:00,hurricane,1,70,981,425.7886,74.8007
Noel,11/2/2007 12:00,hurricane,1,70,981,483.3276,103.5702
Noel,11/2/2007 18:00,hurricane,1,70,980,483.3276,103.5702
Olga,12/11/2007 18:00,tropical storm,0,50,1003,258.9255,0
Olga,12/12/2007 0:00,tropical storm,0,50,1003,287.695,0
Olga,12/12/2007 6:00,tropical storm,0,40,1005,345.234,0
Olga,12/12/2007 12:00,tropical storm,0,35,1008,345.234,0
Olga,12/12/2007 18:00,tropical depression,-1,30,1008,0,0
Arthur,5/31/2008 0:00,tropical storm,0,35,1005,172.617,0
Arthur,5/31/2008 6:00,tropical storm,0,40,1004,201.3865,0
Arthur,5/31/2008 9:00,tropical storm,0,40,1004,230.156,0
Arthur,5/31/2008 12:00,tropical storm,0,35,1005,258.9255,0
Arthur,5/31/2008 18:00,tropical storm,0,35,1005,258.9255,0
Arthur,6/1/2008 0:00,tropical storm,0,35,1006,172.617,0
Arthur,6/1/2008 6:00,tropical storm,0,35,1006,230.156,0
Arthur,6/1/2008 12:00,tropical depression,-1,30,1006,0,0
Arthur,6/1/2008 18:00,tropical depression,-1,30,1006,0,0
Cristobal,7/19/2008 0:00,tropical depression,-1,25,1010,0,0
Cristobal,7/19/2008 6:00,tropical depression,-1,25,1009,0,0
Cristobal,7/19/2008 12:00,tropical storm,0,35,1007,86.3085,0
Cristobal,7/19/2008 18:00,tropical storm,0,45,1006,86.3085,0
Cristobal,7/20/2008 0:00,tropical storm,0,45,1006,86.3085,0
Cristobal,7/20/2008 6:00,tropical storm,0,45,1006,86.3085,0
